gene,TBI Subacute vs SControl Log2 fold change,Subacute pval,Subacute padj,Subacute-log10(p_value),Subacute-log10(padj),np_score
Arpc5,0.010617160663256,0.9581360193282898,0.9961155499866152,0.018572833039956757,0.0016902802401106024,0.0102828571428571
Mgst1,0.47139035339507,0.0819940315525037,0.6004524602541548,1.0862177593010474,0.22152137138611255,0.012402631909394
Rps18,-0.0388824150361373,0.9146094419858504,0.9915306140522956,0.03876431948585665,0.0036938721710079096,0.0107358179698172
Rpl10,0.3513410183942974,0.1206994392965186,0.6804756518324953,0.9182947473922412,0.1671874097170302,0.010088648571491
Rps15a,-0.2135902085126419,0.3928608939376253,0.8838145282328077,0.4057611994711063,0.05363886373833108,0.0109648391566285
Man1a2,-0.2647862664911095,0.2065232830990225,0.7809021510279809,0.6850309795939427,0.10740338088694779,0.012475
Rala,0.1586797382097972,0.4375529646394616,0.9008696265942449,0.35896936925100076,0.04533805535562132,0.0105823529411764
Vdac3,0.2772806609506623,0.2909085124134449,0.8419961431312878,0.5362435704679701,0.07468989783602205,0.01
Vps72,0.6309992797949492,0.0339394376488307,0.4094940771902414,1.46929535789439,0.3877523753741306,0.0105210526315789
Bmp7,-1.3794116759671662,0.0014873859477178,0.0668130730219321,2.8275763258856776,1.1751385527070766,0.010566138194428
Dynll1,0.5447938233520815,0.0062768082979633,0.1696679947622301,2.202261135075282,0.7704000728800517,0.010495
Nf2,0.061030629824818,0.7730758247694327,0.974786149675392,0.11177790755131191,0.011090650150303414,0.0103685378349947
Zmat5,1.968491509679742,0.0567798200087457,0.5176946447613773,1.2458059885155583,0.28592632750918584,0.0103511107701866
Ap1b1,0.162544936727312,0.4804867788614232,0.9121340338090966,0.3183185579361739,0.03994133944941701,0.0120350977433959
Ube2g2,-0.0956534063872312,0.6420586779630764,0.9552884576647016,0.19242527979553256,0.01986546961404018,0.0103244330011673
Syn2,0.6353411044097638,0.4511851751512284,0.901737471326856,0.3456451786519075,0.04491988302280825,0.0104776268618022
Elk1,0.1622267568463707,0.5421587285702376,0.9306959203594012,0.26587354584150263,0.03119218978251453,0.010111569907423
Tnpo1,0.0444935545916799,0.8785924431983348,0.9886688226771612,0.056212536435344115,0.004949160951331854,0.0109962714092427
Kcnq1,-0.3837851048233835,0.1718447309685286,0.7450407934909401,0.7648637794788902,0.1278199475161527,0.0101327419117608
Cdk9,0.1588601474984086,0.5697143803302466,0.9418069866210778,0.24434281824868487,0.026038092147992995,0.0114805521267926
Cbx5,0.0272798215879642,0.892731171204695,0.9893980957684074,0.04927930084185674,0.004628929830002894,0.0121038516628325
Apobec3,-0.4954319532858374,0.0688597442323521,0.5606175852273251,1.162034594740326,0.2513332835871325,0.0100935394267181
Sardh,-0.2488751401430831,0.4666477483997817,0.9073063794687104,0.3310108253245458,0.04224603549292014,0.010819804894379
Vav2,-0.3374564250124534,0.3046591103443247,0.8492637792014649,0.5161858304621761,0.07095739802565387,0.0113411355613327
Ppp2cb,0.1871770731412343,0.3873814049451458,0.8831526211165919,0.4118612300896392,0.05396423778012581,0.0116110442846723
Dmap1,-0.0827556429366901,0.799398397299402,0.9776089656602478,0.09723672678485014,0.00983482416482148,0.0107127329473801
Bcr,-0.6930572703351212,0.0006930003079733,0.0382443444607992,3.159266572385199,1.4174327788388918,0.0102609337887443
Sdhb,0.37288989768138,0.2038779387862916,0.778987028986351,0.6906297657948495,0.10846977376075018,0.0119116633823012
Cox4i2,0.834769876450182,0.030564620012869,0.3869283377361923,1.514780999100113,0.4123694623909761,0.0101823487531193
Snap47,0.3020247051291996,0.2316104917528136,0.8048161591279765,0.6352417713386087,0.09430331242027992,0.0106810160891196
Vps4b,-0.1765947495289359,0.426504912450408,0.8996951689181414,0.37007596229758755,0.04590461154017901,0.0112016670130254
Rps25,0.1232385507129409,0.7371232030754111,0.9692829631737252,0.13245991791569312,0.013549420673056716,0.0112889130934127
Aldh3a2,0.1946449045116609,0.31431158584018,0.8547360885109324,0.5026396101573449,0.06816795895149454,0.0111184349366817
Hyal2,0.0994895229328913,0.6549218376068422,0.9578524677212378,0.1838105282854569,0.01870137754845344,0.0101039283569897
Nprl2,0.2750243816351085,0.4770729422815768,0.9115847796396978,0.3214152142334314,0.04020293466945358,0.0115166497916333
Rassf1,0.2675923460233136,0.3612173627740239,0.87490580944353,0.4422313824567633,0.058038699710023615,0.010595773266701
Slc3a2,0.3063394313577313,0.1245173220626531,0.6853922107977684,0.9047702280627535,0.16406083545731862,0.01
Nxf1,0.1139029008713573,0.6071452346998285,0.9492604421652177,0.21670740928042542,0.02261461678517339,0.0101562190898959
Stx5a,0.2708309692835703,0.1664933701147186,0.7396994185063389,0.7786030557307602,0.13094472270621366,0.0110770160891196
AI597479,0.0723982364110348,0.7491306805545197,0.9717061289688808,0.12544241608787857,0.01246505797925793,0.0114568697551668
Ifi35,0.311360504641176,0.2498633931798878,0.818292078294568,0.6022973665406767,0.08709165311280566,0.0101436979907998
Nedd8,0.3503154526890017,0.2018202566542309,0.7762279466360152,0.6950352458709351,0.11001072535364328,0.012225441985508
Gosr1,0.0949927100817419,0.6740720083524961,0.9585673863122252,0.17129370708529393,0.018377351252414662,0.0104736380556183
Mrpl52,0.0600752541174571,0.9120043665303948,0.9915306140522956,0.04000308233439544,0.0036938721710079096,0.0103646244950052
Faf1,0.1316886235620014,0.6167718619333675,0.9514120449150344,0.209875447677297,0.021631354695577143,0.01055
Rbm25,0.0784081963141706,0.6890107315119436,0.9606347599030124,0.16177401379611278,0.017441702767901197,0.0103511107701866
Psen2,-0.445440470992151,0.2131290878923328,0.7841653158729397,0.6713572736596418,0.10559237073016654,0.0116244752698027
Cars1,-0.1514827729424664,0.6394882879108787,0.955226802383994,0.19416740512161446,0.01989350032257281,0.0110382198793993
Pdhx,-0.1087121610810038,0.6797016300609746,0.959985910421344,0.16768168855112722,0.017735140992896678,0.0114142857142857
Mcoln2,-0.3051736974726661,0.6457071848715652,0.9563403943354554,0.18996438111357566,0.019387499910815436,0.0133
Akt1s1,0.2015456099700305,0.4612523836247718,0.9068973146498972,0.33606137651329404,0.04244188405958105,0.0104842690893358
Adss1,-1.2444020487607723,0.2549360854251035,0.8229969457361358,0.5935686871207423,0.08460177651604586,0.0113415319456344
Odc1,-0.2750760431286376,0.1510148716063491,0.7261761134514444,0.8209802822528769,0.13895804069831694,0.0113606491848933
Dhdh,-0.0882467240864892,0.8070530217159058,0.979251512842496,0.09309793209055918,0.009105748839437352,0.0100254354019704
Pgam1,-0.4070171958329746,0.3997550482675994,0.8872724344968533,0.3982060431016325,0.05194301079692688,0.0105583456260012
Git1,-0.296976377829748,0.1318152942209107,0.6965411686865591,0.8800341966434324,0.15705320974250833,0.0139765644751898
Ccnt1,-0.0947884362373158,0.6829346004887046,0.9606347599030124,0.1656208834440682,0.017441702767901197,0.0109515912790917
Brms1l,0.1076344384853604,0.6670040684227028,0.9580081636905622,0.17587151707574306,0.018630790054381705,0.0106573699923578
Med15,-0.0958964676301837,0.6576357369694417,0.957903844029272,0.18201459457548763,0.018678083931255567,0.0106976186423867
Ubxn11,0.2221495582313048,0.7449023154793626,0.9699612514878772,0.127900675748129,0.013245614807079416,0.0106610416383506
Rpl15,1.178056554717737,9.696031736643952e-05,0.0097414041928474,4.013405971661,2.011378436422178,0.0104861165618132
Kif11,-2.531326528110297,1.0858165435446137e-07,3.545417226453069e-05,6.964243545701703,4.450332649484003,0.0199919714603141
Rpa3,0.3531973825563207,0.3712670140654003,0.8788116726540293,0.4303136347914857,0.05610418327682607,0.0106389024724874
Mlkl,-0.4322431481835788,0.2394280490292094,0.8106225288120966,0.620824973290318,0.09118133051930012,0.0112016670130254
Rps5,0.020055868339284,0.915472541269594,0.9915306140522956,0.03835467741792183,0.0036938721710079096,0.0111616711188546
Amotl1,-0.3385672394192643,0.196476024910333,0.7704295155086723,0.7066904370666702,0.11326708754369323,0.0100693019356162
Atp6v0d1,0.2455051075790821,0.2498508652978273,0.818292078294568,0.6023191421452653,0.08709165311280566,0.0105573105897962
Ptprs,-0.2759133878614307,0.2102853235777173,0.7823246666547982,0.6771910369267669,0.10661297625636502,0.01
Nelfb,0.0315862047572617,0.883688656309115,0.989260141421634,0.05370071990069254,0.004689488859884109,0.0105777056599887
Aldh1a2,-1.7707271923936845,7.658158944765341e-09,3.42932357546592e-06,8.115875624131167,5.464791534888155,0.0108890892069358
Ndufs2,0.219111743131839,0.3428814937746292,0.8662123874806195,0.46485595427977355,0.06237560982805381,0.0110041633823012
Cad,0.2415934851954553,0.3447188795708918,0.8673002554686421,0.46253493049131156,0.06183052568554133,0.0100125811933687
Pten,-0.2768129614017152,0.1804625190087173,0.75272550843592,0.743612984772025,0.12336336630231423,0.011947374296691
Timm23,-0.4361618640189825,0.1980787551914158,0.7716497270392121,0.703162101937025,0.11257979310324337,0.01061875
Ehmt2,-0.1437771832336082,0.6058304124337832,0.9492604421652177,0.21764892905425104,0.02261461678517339,0.0108488729863767
Elof1,0.2950224271936599,0.3377029923188983,0.862448248061488,0.4714650911507061,0.06426695568152099,0.0106188169556675
Med16,0.1158936186824044,0.6368966839931924,0.955226802383994,0.19593101226555162,0.01989350032257281,0.0106976186423867
Rnf168,0.2622083834975298,0.2247371986324466,0.7979850734404932,0.6483250369545859,0.09800523218693478,0.0121297413902835
Cacybp,0.391487933786956,0.1604492677740433,0.7368067312694349,0.7946622605093816,0.13264641519473325,0.0117439408734546
Cluap1,0.1362344436427109,0.6358746951052006,0.955226802383994,0.1966284575998823,0.01989350032257281,0.010396
Ndufa2,0.5263110952716612,0.0743071517790083,0.5771139691934578,1.1289693850458171,0.23873841335342144,0.0104868090620667
Pam16,-0.0019818401171142,0.9972397333921516,0.9999260987320197,0.0012004260675966215,3.209609887532843e-05,0.01061875
Cox6c,-0.0628627343195398,0.8716700492327563,0.9880203775175228,0.05964787620821981,0.005234098173351425,0.0103067996823241
Ube2z,0.0376806343804422,0.8540424091905919,0.9869236346465532,0.06852056301104742,0.005716450506337219,0.0103244330011673
Anapc1,-0.2064155519907965,0.3294146570384876,0.8592934929403474,0.48225708115496857,0.06585847692019665,0.0100919714603141
Tsg101,0.0509043577657196,0.854183947613723,0.9869236346465532,0.06844859437991266,0.005716450506337219,0.0123149406094118
Hps5,-0.2424175289700514,0.3212681673859744,0.8569774965259972,0.49313230405788017,0.06703058211752401,0.0105083773170009
Srp19,0.2855786251286059,0.2277376112269989,0.8017009172496911,0.6425652390403371,0.09598761951318747,0.0100515114458417
Mrps25,0.0626147371647767,0.8234689752041212,0.9819622467949828,0.08435275854822638,0.007905209080458974,0.0103646244950052
Dguok,-0.04648325893723,0.8974829670801873,0.9893980957684074,0.04697378494828385,0.004628929830002894,0.0101982884491457
Csf1,-0.6504842930520487,0.0009408437422111,0.0482098606953299,3.0264824993469217,1.3168641234296032,0.0104259196567103
Tbp,0.2912596619239657,0.2644360039978677,0.8248891352040463,0.5776794142655284,0.08360441654645037,0.0111435568017801
Psmb1,0.3999292394635134,0.0867457757944859,0.6096710959762235,1.0617516645925633,0.21490439404743664,0.0103464379462495
Msh3,-0.1455751346731886,0.5502074507697314,0.934635464880082,0.25947353280080493,0.029357743631095754,0.0105309073207313
E2f4,-0.274964415120796,0.3129457722470811,0.854349200742669,0.5045309111890228,0.06836458252177419,0.0103735504421589
Yes1,-0.0769240383787387,0.7436868593351921,0.9699612514878772,0.12860989226353653,0.013245614807079416,0.0133310004883549
Ppp1cb,0.6283081877823761,0.0059043054663537,0.1632066659156299,2.2288311818557403,0.7872621071553569,0.0103134817028967
Trappc2l,0.3481964384374147,0.4428026913475027,0.9008696265942449,0.3537897481505478,0.04533805535562132,0.011324313567559
Acsf3,-0.3181237893245579,0.46014750681303,0.9067000093387756,0.33710292674027353,0.04253637979694785,0.0101931435442589
Gata2,0.0323459668707968,0.8897349982374458,0.989290740087755,0.05073932587272207,0.0046760559661686175,0.0102657439573655
Ptgds,1.0680565060350122,0.0892874151784393,0.6149030329252875,1.0492097494397463,0.21119336485180967,0.0116328639977769
Edf1,0.3513293190100646,0.2196126659881603,0.79301060567807,0.6583426159062055,0.10072100441422166,0.010088648571491
Aldh1a3,1.0303106890727876,0.1944003420044638,0.7676232252721729,0.7113029753638556,0.11485189368779951,0.0108890892069358
Actn1,-0.1151749457743576,0.6244648467374772,0.9530770619465522,0.2044920045238547,0.020871982651191397,0.0103539983010209
Sirt2,0.0393261178326227,0.8499529749970591,0.9864009291293862,0.07060510165539842,0.00594652733327435,0.0100939408734546
Nolc1,-0.1505260137708274,0.5560064176387591,0.937335174869138,0.25492019559597356,0.028105085134266683,0.0102807288551332
Cyp2j9,-0.2593148168820476,0.6497433215303471,0.956617728794702,0.18725817575526676,0.019261574701392465,0.0103829842880356
Abca1,-1.0861023500026297,1.4884266733252408e-07,4.574139460985588e-05,6.827272555813787,4.339690598318436,0.0101327419117608
Ubl4a,0.2870993001554695,0.1891194434351513,0.7606027808465811,0.7232638188942188,0.11884209109362195,0.0112375
Gdi1,0.2282438130725828,0.2148520195627857,0.7869731160963325,0.6678605596861451,0.10404010338482023,0.011637014881381
