Gene,Betweenness Centrality
Pdhb,0.0019338509566769187
Mgll,0.001929030338607823
Bbc3,0.0019268180583369187
Mob1b,0.0019258213390506986
Ar,0.0019210936864502573
Rtcb,0.001918689170714299
Ckmt1,0.0019185525002602202
Tmed10,0.001918361161624511
Ctsg,0.0019178691479898292
Ddx56,0.00186698171701047
Haao,0.0018486465052670153
Pias4,0.0018457817290467302
Ube2n,0.0018419312838791994
Exoc5,0.0018377885708329383
Lyn,0.0018317377332353008
Fmr1,0.0018225039126755333
Ccl3,0.0018143925141147447
Fgf6,0.0018141287755696846
Arhgdia,0.0018136930770513064
Pth1r,0.0018095578989309705
Maob,0.001804676050282996
Tep1,0.0018029624640100296
Pdgfb,0.0017910069263033926
Gja1,0.0017890585681095957
Hspa5,0.0017837117918038832
Npc1l1,0.001782305464298663
Psen1,0.0017758425552806007
Ncbp2,0.0017623448260518002
Ubc,0.0017615727202205868
Ubb,0.0017615727202205868
Fance,0.0017610079021296444
Snx9,0.001760784366176093
Foxm1,0.0017558075153348614
Cep290,0.0017445679883907308
Nfe2l2,0.0017368905994703321
Eef1e1,0.001736693042296704
Gstt3,0.0017315116119229325
Timmdc1,0.001731433792755958
Rock1,0.0017265473675188426
Nom1,0.0017247582578188488
Wasl,0.0017221992423904885
C1d,0.0017202643642479577
Cdk1,0.0017098760282863027
H3c7,0.0017085309726005773
Cebpa,0.0017007380722958653
Sptbn1,0.0016978143215349369
Hck,0.0016682809507297227
Mmp9,0.0016613639505580799
Zeb1,0.0016527024961961424
Gpx1,0.0016505217535183435
Hcls1,0.0016454905686616977
Cttn,0.0016454905686616977
Ctr9,0.0016446222483413213
Scn5a,0.0016398999258567296
Brpf3,0.0016357235085330995
Mvd,0.00162915005409844
Pld1,0.0016256228752391016
Pld2,0.0016256228752391016
Lman1,0.0016241599949087795
Bcap31,0.0016226309043158478
Zp3,0.0016200910635729324
Cd3g,0.0016158333568583067
Comp,0.0016147152126325544
Cav2,0.0016136865891264141
Cxcr4,0.0016030257238996257
Cnn1,0.001601557490758439
Capns1,0.0015990716468068096
Prtn3,0.001599044312715994
Plod2,0.0015984976308996807
Cers2,0.0015984976308996807
Tbxas1,0.0015923806460474035
Mapk8,0.00158542228700172
Iqgap1,0.0015779701707862174
Casp3,0.0015775482432490208
Ctsa,0.0015722767878880515
Tomm40,0.0015586607512109252
Rabif,0.0015569138548167044
Amd1,0.0015381966636564763
Amd2,0.0015381966636564763
Col6a2,0.001535968859643248
Cyp2b13,0.0015339440030363919
Anpep,0.0015307233794233837
Grk4,0.0015153090024804174
Afdn,0.0015048476818005142
Pax3,0.0014992955905077467
Atp6v0d2,0.0014982421889161463
Dhx9,0.001496471323970644
Gnmt,0.001492127870080491
Atp1b1,0.0014912546244412917
Ilf2,0.001488289886967614
Tufm,0.0014882588929429803
Prkcb,0.0014810283222602035
Itgb2l,0.0014806101486437599
Cyp2e1,0.0014795409017026397
Rbm14,0.0014763260362897056
Lamtor3,0.0014750889674406955
Apob,0.0014690859001252306
Grin1,0.0014687626601981266
Lamtor2,0.001466779643823084
Bcl2l1,0.0014640423178581467
Ryr2,0.0014638169888743684
Clpb,0.001458090318447702
Zp3r,0.0014508544144069325
Ttc5,0.0014441842580034722
Was,0.0014405814655001276
Bloc1s5,0.0014362202611407876
Myc,0.0014341873588267944
Blvrb,0.001429017747964322
Bloc1s1,0.0014250975510556184
Rrp15,0.0014166439954389543
Ago2,0.001409311026317825
Zmat2,0.0014091040778839482
Mapk1,0.0014067222651291671
Pnkp,0.001402150745562289
Efnb2,0.0013990180266439372
Calml4,0.0013927977547807632
Mapk10,0.0013851898673046565
Mapk9,0.0013851898673046565
Dhx15,0.0013788320631516217
Shmt2,0.0013785341848960538
Gars1,0.001377435994217437
G3bp1,0.0013723284998219537
Ercc2,0.0013717547045006828
Pik3r3,0.0013649555157559052
Dkc1,0.0013627689987703504
Rad51,0.0013614303917661814
Ell2,0.001355086417787847
Rara,0.0013514799052314116
Sgta,0.0013490341694921317
Rab6a,0.0013488013520419606
Senp3,0.0013487019125534463
Cd4,0.001343652729613846
Slc5a5,0.0013404315757038377
Kat6a,0.0013354480900292292
Appl1,0.001334804144357663
Noc3l,0.0013148716201650396
Snai1,0.0013055082315094556
Kcnn3,0.0013034131609840562
Tead4,0.001292602674801012
Nr1i3,0.0012914464403383917
H3f3b,0.0012884092562937255
Nectin4,0.0012868436642909735
Cnga2,0.001281976178138496
Borcs8,0.0012794267888085048
Elovl1,0.0012793447865360578
Plod3,0.0012793447865360578
Ccdc47,0.0012792081160819795
Prpf19,0.0012720782971265973
Smad4,0.0012693052222674005
Lamb1,0.0012685088722156268
Rac1,0.0012654649190912343
Cat,0.0012638779307755762
Aurkaip1,0.0012630518921421482
Wrn,0.0012584336948384927
Sqstm1,0.0012584217374911751
Syn1,0.0012506343665368057
Apba1,0.0012506343665368057
Grwd1,0.001249802705292394
Pik3cb,0.0012477788504200765
Pik3r2,0.0012477788504200765
Met,0.0012458269893263808
Tcf7l2,0.0012404790090239715
Got1,0.001239885503049657
Ocln,0.0012374064341054212
B2m,0.00123389437875207
Arrb1,0.0012288211916152078
Gcat,0.0012267691244057068
Ahi1,0.0012217894044291627
Cc2d2a,0.0012217894044291627
Cd9,0.0012109501844198161
Gstm1,0.0012103749915280142
Uhrf1,0.0012039677073199685
Gsc,0.0012034908296193333
Notch1,0.001202390604960661
Itga2,0.001198249412313831
Nhp2,0.0011907382917140685
Tbp,0.0011870452905469804
Casp8,0.001183824495003337
Tnni3,0.0011799769208104339
Pxdn,0.0011769195050705529
Slc6a3,0.0011726538886121024
Gnai2,0.001153239828247025
Alas2,0.0011520141862240048
Eif2ak2,0.001149894816211167
Srebf2,0.001137476770103547
Tbk1,0.0011361242442827601
Tbc1d4,0.0011359956006193033
Pole3,0.001133860907905686
Aco2,0.0011314418552133964
Prkca,0.001129463017200106
Fancc,0.0011201116662916109
Vdac1,0.0011183743257226475
Vdac2,0.0011183743257226475
Smarcc1,0.0011179811988864623
Slc25a5,0.0011162080850992662
Tmprss2,0.0011080623025116578
Pih1d2,0.0011038228969909268
Nae1,0.0011030463553565598
Acp2,0.0010939559681924465
Sumo1,0.0010772575205388424
Gabarap,0.0010748870819110952
Icam2,0.001073908190663566
Smad2,0.001064575449579084
Ndufab1,0.001062796636789083
Mrto4,0.0010617493699509315
Angptl4,0.0010602297763116879
Kdm6a,0.0010598963145869856
Vcp,0.0010593207893836486
Cyp1a2,0.0010555420659325776
Ndufs8,0.0010529224358449003
Serpina1c,0.001046932019816789
Bad,0.001046035941476103
Cfp,0.0010428897620261234
Hdac2,0.0010340999463567847
Enpp1,0.001031370555039477
Enpp3,0.001031370555039477
Rack1,0.0010298648334648008
Lck,0.0010290961358786481
Pon1,0.0010289760039089704
Axl,0.0010279812278429338
Slc34a1,0.0010279226349158553
Rbbp5,0.0010267204280571323
Gpx7,0.0010236991243326786
Cse1l,0.0010218853324750316
Vta1,0.0010214509392185015
Wasf1,0.0010187225899985586
Mlxipl,0.0010173140198654986
Anxa2,0.001017200360361595
Ern1,0.0010156262760725968
Ptprf,0.0010139720321226888
Ccnd1,0.001011875224458001
Clpp,0.00101112923382306
Rab5b,0.0010102095982702155
Rpl23,0.001009747454073896
Ezr,0.0010009110863137202
Arhgef18,0.000998970482956823
Mef2d,0.0009961278989543195
Scin,0.0009946054800763458
Pcna,0.0009929927945633423
Ppp2r5d,0.0009902222516500875
Atp6v0c,0.0009875234161282598
Arhgef12,0.000983822827741912
Slc34a3,0.000976155654963292
Dbh,0.0009713634808342274
Ncan,0.0009691092875974094
Slc17a1,0.0009656018582511283
Trrap,0.0009633365701253244
Tpm4,0.0009622366369645626
Ybx1,0.0009621789786850027
Ntrk3,0.0009608725373583028
Cd33,0.0009604851860537501
Abcd1,0.0009596771501287401
P2rx5,0.0009596725944469373
Klk4,0.0009596725944469367
Pspn,0.0009596179262653061
Nsun5,0.0009595905921744907
Slc26a4,0.0009595905921744904
Slc12a1,0.0009594265876295964
Alkbh6,0.0009594265876295964
Unc80,0.0009594265876295964
Pex5l,0.0009594265876295964
Cd160,0.000959426587629596
Pex11b,0.0009588070149044417
Pex19,0.0009588070149044417
Capn1,0.0009587705694500206
Capn2,0.0009587705694500206
Cacna1s,0.0009575616001601265
Agt,0.0009531935907758009
Prmt5,0.0009523769975498904
Wdr77,0.0009523769975498904
Jak2,0.0009485024780904724
Pou5f1,0.0009439582355457075
Araf,0.0009420912363691668
Ccnh,0.0009415947499083919
Mtor,0.0009379122727306759
Map3k3,0.000927062915842933
Cxcr2,0.000925231373062929
Actg1,0.0009247801313622787
Cdc5l,0.0009237315741351897
Aurka,0.0009230997995278515
Cyp3a11,0.0009183359150362031
Tlr2,0.0009176584008737777
Mcts1,0.0009118966405427723
Cdh5,0.0009093524771002738
Aldh4a1,0.0009060395417531295
Ppif,0.0009038548030479698
Il12rb1,0.0008923103696536111
Hmgcs2,0.0008798459595774706
Hmgcs1,0.0008798459595774706
Mthfd1,0.000878224718447177
Eif1b,0.0008749331486490207
Pf4,0.0008662787779175184
Nedd4,0.000862974712514697
Itgam,0.0008580434262343886
Gad1,0.0008546206857104861
Bax,0.0008467941995320193
Mif,0.0008422369516011784
Lrrk2,0.0008379900611079367
Nup98,0.0008354320946153418
Cacybp,0.0008332769822439586
Plaur,0.0008315115999767363
Nanog,0.0008302627289513756
Rad23b,0.0008296851050682606
Nos3,0.0008265370601661139
S100a6,0.0008247891521075733
Tpo,0.0008231190242690964
Rptor,0.0008230231705946753
Serpinh1,0.0008187317573802669
Ppfia3,0.000802128387366308
Inmt,0.0008003183925345545
Eif2b5,0.0007998343386336359
Clgn,0.0007995662189499667
Ptk2,0.0007966083617233008
Tubb6,0.0007962865359705297
Fgfr1,0.0007948538863265848
Sucla2,0.0007936879102931885
Cabin1,0.0007920922014153904
Gab2,0.0007879682636708954
Tjp1,0.0007846087770784491
Nrp1,0.0007834190111062838
Rock2,0.0007821412519365018
Srebf1,0.000781731401014603
Btk,0.0007803976405807123
Acta2,0.0007783970228353972
Hltf,0.0007763333172962502
Pecam1,0.0007758807237619853
Map3k5,0.0007733507679017353
Ddx23,0.0007665528524480683
Cul3,0.000764431806963308
Alox8,0.0007554215011477012
Alox15,0.0007554215011477012
Alox5,0.0007554215011477012
Sost,0.0007553279858990913
Timp1,0.0007484961129421264
4930438A08Rik,0.0007454475535191436
Il4i1,0.0007454475535191436
Thbs1,0.0007418197897074834
Smarca4,0.0007415337293885675
Eln,0.0007414110791306006
Ncor1,0.0007381000048355236
Polr1c,0.0007356523769375148
Gfap,0.000735165564994759
Mcm3,0.0007333621244042019
Gsr,0.0007324957516543392
Fau,0.0007276290436997529
Ercc6,0.0007248965504665692
Uck1,0.0007232366904060603
Pde4b,0.0007229442893350039
Pde4a,0.0007229442893350039
Pde4d,0.0007229442893350039
Pde3a,0.0007229442893350039
Pde4c,0.0007229442893350039
Pde10a,0.0007229442893350039
Pde2a,0.0007229442893350039
Fos,0.0007227945092010451
Gpx3,0.0007175988188537257
Ddx5,0.0007170399692912826
Lrp6,0.0007148169675071581
Kdr,0.0007137984313836111
Nudc,0.0007137604467746082
Chmp1a,0.0007136305807216468
Ccm2,0.0007131718661293225
Ccl24,0.0007114958879009875
Gclc,0.0007065173177306046
Gclm,0.0007065173177306046
Pax8,0.0007057481222890146
Atp4a,0.0007017949809896099
Atp12a,0.0007017949809896099
Paf1,0.0007009356815159242
Nherf2,0.0006974333355518746
Snd1,0.0006968801602718019
Slc26a3,0.0006954493220327531
Glul,0.0006949716646548448
Tollip,0.0006901731340379023
Nit2,0.0006898770950199922
Ccl12,0.0006893358188808713
Dcp2,0.0006892844951354439
Gmpr2,0.0006879725599830564
Gmpr,0.0006879725599830564
Fgf2,0.0006851915161649779
S100a4,0.0006851272134030481
Dld,0.0006839028979073787
Synj1,0.0006837042116901093
Insig2,0.0006830508932153641
Stat6,0.0006809276771343683
Wdr18,0.0006804161192322415
Pfkfb1,0.0006791623737899281
Mtap,0.0006787569163291779
Siglecg,0.0006784667433860735
Ap1g2,0.0006777590612685695
Arhgdig,0.0006755884371582491
Klf5,0.0006734095485059899
Cyp1a1,0.0006699432437206146
Pdk1,0.0006677906166680747
Ncoa1,0.0006662638775880103
Gcdh,0.0006613084228312838
Got1l1,0.0006603580685937604
Scarb1,0.0006602259855800288
Sh3gl1,0.0006564434994256505
Psmg1,0.000652923603877923
Wnt1,0.000652446494313467
Eif2s2,0.000646081738568777
Eif2s1,0.000646081738568777
Itsn1,0.0006456625234744088
Foxo4,0.0006439111011419446
Gpx4,0.0006431247300124673
Ncs1,0.0006429039123673831
Folh1,0.0006427524373402076
Ncoa3,0.000641781862154524
Smg9,0.0006404924159924988
Coro1c,0.0006402670491030369
Wdr1,0.000639799952358502
Crabp2,0.0006397817296312917
Hcn1,0.0006397817296312915
Clcnkb,0.0006397817296312915
Alkbh7,0.0006397817296312915
Nalcn,0.0006397817296312915
Cdkal1,0.0006397817296312915
Tamalin,0.0006397817296312915
Slc1a6,0.0006397817296312914
Aqp1,0.0006397817296312913
Tnfsf14,0.0006397817296312913
Cyba,0.0006397270614496604
Micu1,0.0006397270614496604
Edaradd,0.0006397270614496602
Orm2,0.0006397270614496602
Mob1a,0.0006397270614496602
Ldb1,0.0006397270614496602
Asb9,0.00063972706144966
Adipoq,0.000639605802927903
Ret,0.0006393990523598723
Gfra4,0.0006393990523598723
Pex13,0.0006389981523612428
Bard1,0.0006373857303232085
Ddb1,0.0006360362477346504
Tfrc,0.0006343299503919122
Mapt,0.0006301839894695103
Dcn,0.0006297246063055033
Grin2b,0.0006296402926685136
Mtx1,0.0006293500864879831
Amh,0.0006284320165428105
Bmp8b,0.0006262556578458089
Bmp4,0.0006252104474025838
Thy1,0.0006193545852014085
Stn1,0.0006168862170794558
Pck1,0.0006140580135260547
Furin,0.000612860411377334
Pwp1,0.0006067416166721687
Ranbp1,0.0006039061586296007
Hp,0.0006010679763847482
Sf3b1,0.0006008298795092006
Myd88,0.0005990363387090817
Ube2e3,0.0005961137497382436
Lim2,0.0005955663887720812
Cav3,0.0005926477063734757
Dut,0.0005894952613422414
Rimklb,0.0005872342332726674
Tada1,0.0005869754568081877
Casp1,0.0005866247840997045
Itgav,0.000585339401791906
Col6a1,0.000585196902517386
Ap3b1,0.0005828936160071195
Mxi1,0.0005807521424870415
Acss1,0.0005796220566040906
Acss2,0.0005796220566040906
Ppie,0.0005793984426039245
Ppp1cc,0.0005782907893507228
Gng13,0.0005782115051937897
Pole4,0.0005779935093441671
Marveld3,0.0005749970662601988
Mbl1,0.0005747383580567106
Mpl,0.000566812138567143
Isg15,0.0005660313821655141
Glud1,0.0005616418024401616
Stat5a,0.0005601471653224805
Rpl5,0.0005574757046907031
Acan,0.0005548646895163198
Slc9a1,0.0005525066221981097
Vasp,0.0005385327116659874
Bmp1,0.0005384139050232324
Pik3cg,0.0005377728650210029
Chd8,0.0005370258370065398
Ccnd2,0.0005336314636904274
