Gene,Betweenness Centrality
Nfkbia,0.000533449336692058
Atp2a1,0.0005316859777062309
Dhfr,0.0005306891475795972
Loxl3,0.0005260820697626224
Hsp90b1,0.0005260219987624433
E2f1,0.0005237392011262788
Bmpr1a,0.0005222392056988796
Crtap,0.0005221545100723284
P3h1,0.0005221545100723284
Wwtr1,0.0005213267101659124
Pgf,0.0005191633125930974
Parp1,0.000518582829321517
Tsc1,0.0005167412060959686
Kmt2d,0.0005157744481573319
Ash2l,0.0005157744481573319
Hspa9,0.0005151917303105368
Ptges3,0.0005149497720699539
Nip7,0.0005073808525584429
Cdc37,0.0005029275942350789
Nid1,0.0005020990176322055
Ogt,0.0005019861526510606
Dlg4,0.0005004068303855883
Rpf2,0.0004961670021191303
Aldob,0.0004895235171917332
Gdf9,0.0004883646304134081
Cfl2,0.00048825859533588214
Cfl1,0.00048825859533588214
Itsn2,0.0004868980725957842
Pdha1,0.00048657772980788315
Tcp1,0.00048625833772320286
Tcl1b4,0.0004844913724572348
Chaf1a,0.0004811088607780436
Trap1,0.00048058116385688054
Eif2b2,0.00047991613972717405
Tmed11,0.00047982263017806086
Ifrd1,0.0004757906647025157
Gcn1,0.00047578659693919264
Atf4,0.00047375885989920925
Lef1,0.00047276244483090426
Max,0.0004720224632564148
Ranbp3,0.000470258493438498
Sgf29,0.0004702337220810277
Tada2a,0.0004702337220810277
Vamp2,0.0004702292295305372
Stx12,0.0004702292295305372
Stx8,0.0004702292295305372
Vcan,0.0004685063320649742
Brix1,0.00046828634521136784
Smc5,0.0004661528713694352
Ptgds,0.00046554690879172005
Cyp2d26,0.00046436257008135713
Atp5f1b,0.0004643566248199404
Syp,0.000463258212370208
Pkp3,0.0004630574481682587
Gla,0.0004618278862758922
Hnrnpd,0.0004591003047871827
Rac3,0.0004589959350380183
Nos1,0.00045831670229448337
Rnd2,0.0004566546935563756
Ncor2,0.0004556637519710671
Cdkn1a,0.00045412959055240955
Qprt,0.00045366781786404845
Stip1,0.00045262981733492177
Atp5mc1,0.00045083718477975654
Rps9,0.0004506134732668182
Actl6a,0.0004505065206922845
Kat7,0.0004501930456103002
Stx6,0.0004485448273155157
Vamp4,0.0004485448273155157
Stx16,0.0004485448273155157
Runx1,0.000448125632159966
Cd19,0.00044710838454493554
Rpp38,0.0004466760510579321
Mcm5,0.00044645718341728704
Mcm4,0.00044645718341728704
Hira,0.0004460399744807464
Npy,0.00044580103329775763
Gsta3,0.0004427225453465295
Odc1,0.0004395698350036537
Blvra,0.00043813933992246923
Ddc,0.00043643787561589313
Lep,0.00043570495714564673
Thop1,0.0004350469232175064
Shmt1,0.0004336295396557039
Tbl3,0.00043192039676448327
Tshr,0.00042766204580583535
Ank2,0.0004274267763360134
Ank3,0.0004274267763360134
Hars1,0.0004267005134016706
Farsa,0.0004265876354111816
P2rx1,0.00042619314399773464
P2rx3,0.00042619314399773464
P2rx2,0.00042619314399773464
Enam,0.00042619314399772374
Ambn,0.00042619314399772374
Amelx,0.00042619314399772374
Gtf2h3,0.000424371333334181
Top2a,0.0004231385353794218
Ppp5c,0.00042045419411523106
Tg,0.00041899446493800206
Suclg2,0.00041804304103550355
Notch4,0.0004178972712614448
Htr1a,0.0004162078815650781
Sdhb,0.0004154887228261863
Wars2,0.0004149576925833806
Nras,0.00041383829022620616
Lrp5,0.0004118734270321903
Polr1a,0.0004105069279287099
Rap1b,0.0004099040936918832
Rap1a,0.0004099040936918832
Ap1m1,0.0004073932421291973
Ppard,0.00040522859132853387
Mrpl3,0.00040443354119272756
Mrpl11,0.00040443354119272756
Mrpl13,0.00040443354119272756
Itgae,0.0004034471303067925
Plg,0.00040336302031704986
Myo1c,0.0004027034766437912
Syk,0.00040227557368065073
Ncbp1,0.0004021542602435249
Lao1,0.00040145715157731665
Grk6,0.00040053805818913285
Mrpl24,0.0004004753929770961
Mdm2,0.0003993233426579862
Taf10,0.0003976805460335032
Taf12,0.0003976805460335032
Akt1s1,0.00039683200838746483
Map3k11,0.0003947183094981619
Mitf,0.00039466115044383445
Xrcc6,0.0003944982628986584
Nr1h4,0.000391446209636848
Phf12,0.00039143258148048967
Hmox2,0.00039137720882546125
Eif2s3x,0.00038801255372750625
Eif2s3y,0.00038801255372750625
Mmp14,0.0003875452743312233
Vav3,0.00038706864310458723
Cct7,0.0003865896014440577
Sstr3,0.00038655289167347103
Bet1,0.0003859430378459
Stx5a,0.0003859430378459
Pgm1,0.00038582848151255943
Ptprc,0.00038390107399709575
Irf4,0.00038237098104727807
Fcgrt,0.00038038085836847107
Vegfa,0.0003801991613179331
Apoa1,0.0003780311043213105
Prkd1,0.0003775194131618463
Pax5,0.00037701841046188926
Fancm,0.00037577190103540574
Aspa,0.00037494438933932607
Grik5,0.0003738036229885596
Fgf4,0.00036875970153820234
Polr1b,0.0003670869652139614
Xpo5,0.00036704194471321166
Nog,0.00036624223827461675
Esr2,0.0003660169065192344
Cd247,0.00036400010976905025
Irs2,0.00036316311661046315
Exoc2,0.0003621832279733905
Hfm1,0.00036017231569866303
Snrnp40,0.00035857681803034316
Hadhb,0.0003585454202687958
Apoc4,0.00035802367288601526
Fam32a,0.0003570079709773721
Lpcat4,0.00035633632975544215
Inpp5k,0.0003549506434861487
Rbbp4,0.0003548490953533529
Pla2g7,0.00035436139012011365
Fblim1,0.00035428082387676727
Atic,0.0003536623127394207
Pthlh,0.00035347888931453527
Dars2,0.00035314548849038716
Ltbp1,0.0003526025971749938
Wnt10b,0.0003524100753230877
Cd40,0.00034984163360972056
Wnt5a,0.0003481054223325817
Prcc,0.0003480917095378795
Igf1,0.0003470921909873096
Cdc6,0.0003467887144831107
Arf1,0.00034479112292714546
Ncl,0.0003436732944150168
Rsl1d1,0.0003433858471351305
Bhmt,0.00034129372266268295
Bgn,0.00033944180625095413
Gnas,0.00033855076162456676
Runx3,0.0003369372430219593
Dyrk2,0.0003359086063848926
Trat1,0.000335117750734322
Gphn,0.00033498564951776926
Bcl6,0.00033480947001540684
Kdm7a,0.0003298840022389987
Hpgds,0.00032912540932900666
Lin7b,0.0003287382028758862
C3,0.00032850114643086573
Gm8797,0.000327884047747179
Uba52,0.000327884047747179
Mmp12,0.00032784892711989306
Hmgcr,0.0003253023640609565
Mrpl21,0.00032487404476719186
Mrpl17,0.00032487404476719186
Mrpl43,0.00032487404476719186
Mrpl47,0.00032487404476719186
Cyp2f2,0.00032343515729362
Irak4,0.0003212962435547649
Gmnn,0.00032122641677483034
Flii,0.0003208211681374678
Nacc1,0.00032059941159127026
Wdr5,0.00032039670370770043
Fbxo9,0.00032021023577244006
Fbxo11,0.00032021023577243995
Ciao3,0.0003200822034513554
Tulp3,0.0003200822034513554
Pex11g,0.0003200047568607111
Fxyd4,0.0003199364216336719
Pxmp4,0.00031993186595186926
Poldip2,0.00031991819890646154
Letm1,0.00031991819890646154
Pbx1,0.0003199181989064615
Aven,0.0003199181989064615
Slc1a3,0.00031991819890646143
Vpreb3,0.00031991819890646143
Qtrt1,0.00031991819890646143
Exoc8,0.00031991819890646143
Fer,0.00031991819890646143
Dusp3,0.00031991819890646143
Ggcx,0.00031991819890646143
Gpat3,0.00031991819890646143
Ssbp2,0.00031991819890646143
Tmed5,0.00031991819890646143
Apbb1,0.00031991819890646143
Saa3,0.00031991819890646143
Ide,0.00031991819890646143
Psmb11,0.00031991819890646143
Ess2,0.00031991819890646143
Stk38l,0.00031991819890646143
Edar,0.00031991819890646143
Cr2,0.00031991819890646143
Ergic3,0.00031991819890646143
Pan2,0.00031991819890646143
Kif11,0.0003199181989064614
Ckb,0.0003199181989064613
Fxyd1,0.00031980886254319885
Fxyd2,0.00031980886254319885
Cox10,0.0003160151178870668
Clu,0.00031547456352838064
Uchl3,0.0003153565518674936
Bms1,0.00031496066793080705
Irs1,0.00031456841340745984
Cbx5,0.0003142845351413519
Ube2c,0.0003128837718294693
Ube2s,0.0003128837718294693
Nosip,0.0003109967973298986
Cdca5,0.00030751238490261306
Polr3a,0.00030732466122564963
Trim33,0.0003032652428618426
Exo1,0.00030225524320886616
Canx,0.00030207616665613385
Utp3,0.00030030659742235054
Wnt4,0.00030003641899038606
Wnt2,0.00030003641899038606
Wnt8a,0.00030003641899038606
Wnt3a,0.00030003641899038606
Adam10,0.0002995664136647704
Cdk5,0.00029494637334785456
Ptpa,0.00029407983664110626
Tgfb3,0.00029085894659813263
Csf2,0.0002898983905367008
Bmp7,0.00028989390903032334
Rras,0.0002896412000479647
Apoa4,0.0002885579382310971
Apoe,0.0002885579382310971
Apoa5,0.0002885579382310971
Apoa2,0.0002885579382310971
Ephx1,0.0002880476129131268
Ctnnd1,0.00028744218692971314
Gad2,0.00028718147908851285
Kdm6b,0.00028639678964461734
Prkcz,0.0002856949670425454
Cav1,0.00028534854738050506
Mapk8ip1,0.0002851476136586649
Cd48,0.00028469399051301274
Agxt,0.00028129426378243244
Tcf7l1,0.0002810524213943751
Mbl2,0.0002771661434524281
Taf6,0.00027538757303234796
Taf5,0.00027538757303234796
Morf4l1,0.00027414475556297203
Cd80,0.0002715011134840315
Cd86,0.0002715011134840315
Adss2,0.0002702207158336756
Adss1,0.0002702207158336756
Ikbkb,0.00026922560949539724
Mat2a,0.00026859950067969644
Mat2b,0.00026859950067969644
Mat1a,0.00026859950067969644
Fgf8,0.0002684766270577698
Utp18,0.00026846094001320995
Rrp9,0.0002682981797472204
Psmd10,0.0002678589977807744
Cst3,0.0002662152632263397
Il10,0.00026580025913655267
Rin1,0.00026383345619872625
Tdo2,0.0002629991515394776
Wdr74,0.000262956823749786
Ccnc,0.0002613153085298589
Cdh3,0.0002590942076499402
Ddx17,0.0002580208567181566
Ccn2,0.0002578051547823415
Mtrex,0.0002575075187563774
Dkk1,0.00025704029547616414
Pdzk1,0.00025683206769889426
Ccr5,0.0002566683712923068
Sf3b5,0.00025573221372590893
Mrpl40,0.0002554017713347163
Cdca8,0.0002547643202993303
Noc4l,0.0002508646275577765
Ube2v1,0.0002487605210284866
Ube2d1,0.0002487605210284866
Ube2d3,0.0002487605210284866
Ube2d2a,0.0002487605210284866
Zbtb17,0.00024785731042816634
Bin1,0.00024670315891410494
Cx3cr1,0.0002461486852222485
Msmo1,0.00024408102218094154
Sqle,0.00024408102218094154
Sc5d,0.00024408102218094154
Taf9,0.000242306818981928
Ftsj3,0.0002416644239276684
Pxn,0.00024087543036034191
Gli1,0.00024058439013118654
Tradd,0.00023958834972993042
Dnajb11,0.0002387415470715947
Stk3,0.0002386336500863949
Esam,0.00023657540874024065
Rangap1,0.00023593719009650142
Mad2l2,0.00023539961593879686
Hmgcll1,0.0002343878976640899
Hmgcl,0.0002343878976640899
Dnmt3a,0.0002339491518407321
Eif4g1,0.0002334511566718055
Notch3,0.00023312127093839366
Krr1,0.0002322056190090685
Gstm5,0.0002316582655009008
Ccna2,0.00023146268977691212
Hspd1,0.00023134657799512288
Myod1,0.00023057139247048073
Acads,0.0002297216426386433
Taf3,0.00022784771727862922
Il2,0.00022772891743284666
Xpa,0.00022690475162067786
Ly96,0.00022595145621892565
Cept1,0.00022567736865055556
Fgf9,0.00022517589211785492
Atf2,0.00022506850948704013
Snrpe,0.000224917877492381
Snrpd2,0.000224917877492381
Snrpf,0.000224917877492381
Snrpg,0.000224917877492381
Snrpd3,0.000224917877492381
Pik3r5,0.00022459429391442223
Pik3r6,0.00022459429391442223
Fgf10,0.0002238596690965397
Ipo5,0.0002238013464858789
Calm5,0.0002236346109618275
Calm4,0.0002236346109618275
Calml3,0.0002236346109618275
Top1mt,0.00022167478704696432
Seh1l,0.00022000559766457436
Tyrobp,0.00021944496068332722
Fat1,0.00021856932349580168
Polr3b,0.00021829708702764388
Rorc,0.00021818082376851242
Ctla4,0.00021707858285524925
Bbs1,0.0002160126825628119
F2,0.00021559464625029224
Ido1,0.0002145464961250882
Ido2,0.0002145464961250882
Uqcrc1,0.00021434609490484708
Pck2,0.0002128428838504565
Pkn1,0.0002125138176442222
Lrrfip1,0.00021176093392090382
Gapdhrt2,0.00021076265337785857
Gapdhrt,0.00021076265337785857
Eif4a1,0.00021014462086759862
Zap70,0.000209802137172521
Myf5,0.00020696640264326828
Imp4,0.0002054985480685836
Wdr3,0.0002053980193734897
Ulk1,0.0002043901655908721
Rrm2,0.0002019669735322474
Ctsh,0.00020154734145965336
Prom1,0.00020128943983573953
Chuk,0.0001999317544466452
Sumo2,0.0001995315776069389
Cyct,0.00019675981955715791
Ccl5,0.00019674427521319503
Cyfip1,0.00019615630703047332
Minpp1,0.00019606979927736196
Cryab,0.00019452772198323302
Xrcc1,0.00019390516810940698
Ebna1bp2,0.00019375009613408178
Ngdn,0.00019216697462237547
Myh9,0.0001921216593119641
Cyp2c54,0.00019196071706632312
Csf1r,0.00019169306894871856
Sgo1,0.00019144595919816948
Rrp8,0.00019047612357901768
Eif4a3,0.0001904479761279792
Adam15,0.00019029195839809354
Rps24,0.00019021766163740148
Rps8,0.00019021766163740148
Rps28,0.00019021766163740148
Rps3a1,0.00019021766163740148
Axin1,0.00018936331699442575
Nop14,0.00018853256327278238
Tnfsf11,0.00018841815453994414
Mus81,0.00018767777665825951
Pdcd11,0.00018509997615991447
Utp4,0.00018498354036790025
Sp7,0.00018494212909424208
Il17a,0.0001840481395578696
Nr4a1,0.0001833156685244516
Il1a,0.00018297377206578366
Efnb3,0.00018294017240658627
Gtf2h1,0.00018279411750480538
Cyp3a44,0.00018254073400646747
Lig1,0.00018201284181442714
Mboat2,0.00018087090084440948
Mboat1,0.00018087090084440948
Dmap1,0.00018074067302957872
Prkaa2,0.0001806731962850496
Prkaa1,0.0001806731962850496
Dmc1,0.00017980120763627823
Plcg1,0.0001785449062733203
Akr1b10,0.00017824170528691922
Akr1b1,0.00017824170528691922
Akr1b8,0.00017824170528691922
Pmpcb,0.00017770446478538522
Mrpl10,0.0001774225494478159
Pdha2,0.00017734691871776128
Kl,0.00017598306756187566
Hadh,0.00017579913799334904
Gast,0.00017510663285023992
Mef2c,0.0001746305692544237
Tcf3,0.0001746305692544237
Cdc40,0.0001737599547650159
Il15,0.0001732024925877379
Ugt1a1,0.00017298784010662136
Vtn,0.0001723112603416892
Mycn,0.0001709718522837774
Prkcg,0.00017051713115902664
Aco1,0.00016985848178061424
Kcnmb4,0.00016908520483982902
Kcnu1,0.00016908520483982902
Kcnmb2,0.00016908520483982902
Kcnmb3,0.00016908520483982902
Kcnmb1,0.00016908520483982902
Meaf6,0.0001690657011958512
Icam1,0.00016888532974241942
Ube2t,0.0001677066742036642
Map3k1,0.0001676160877536923
Acaa2,0.00016546394393413523
Snrnp27,0.0001647884280964122
Cd36,0.00016471561553104203
Grk5,0.00016404396899896484
Mphosph10,0.00016290430781130402
Magea3,0.00016230745592242993
Nat10,0.00016152110416618002
Tab1,0.00016148789359923514
Rasa1,0.00016140792861653693
Vps41,0.00016074076670967089
Cxcl9,0.00016032894547388855
Acadvl,0.0001599554271601534
Tmed4,0.0001599044312715994
Ift140,0.00015984976308996808
Wdr19,0.00015984976308996808
Ttc21b,0.00015984976308996808
Ift122,0.00015984976308996808
Cyp2b10,0.00015982000149177542
Cdh2,0.00015934053310805944
Wdr43,0.00015907331269014293
Maoa,0.0001577118475037089
Lrrc47,0.0001574306212535492
Cyp4a10,0.0001573240378654421
Serpine1,0.00015690514641693884
Map2k2,0.00015636561345222307
Tcl1b1,0.00015554729762772002
Rapgef3,0.00015316553949927455
Gldc,0.00015233527587326883
Afg3l2,0.00015162033263850134
Pold1,0.00015130353501065116
Fen1,0.00015130353501065116
Kif5b,0.00015124110955017805
Kif5c,0.00015124110955017805
Mrpl20,0.00015098513832734144
Eng,0.00015071591920601677
Tet2,0.000149214982794212
Igf2,0.0001466934027142823
Rps6kb2,0.0001452028555610299
Atp5mc3,0.0001451393428842935
Plxnb1,0.00014497637160437482
Trem2,0.00014454030887351568
Rnf168,0.00014423320373639883
Cbx3,0.00014412879867801106
Men1,0.00014353889366473297
Nr5a1,0.0001435212629094655
Ppara,0.00014291323819324995
Sox2,0.00014245983850317556
Prkcq,0.00014233362093629256
Lat,0.0001411387621066738
Snrpa,0.00014016683271319462
Fbxo43,0.00014001608296219573
Gnai1,0.00013968778575729635
Jak1,0.0001393583729665591
Smad1,0.0001384981183289662
Rps6kb1,0.0001381688728578754
Rgs3,0.00013799399344033655
Arhgap35,0.0001374402526298542
Wdr75,0.00013718818346527872
Nop58,0.00013707001786903157
Xrcc4,0.0001365977501508448
Nhej1,0.0001365977501508448
Rps15,0.00013604136851778906
Rps21,0.00013604136851778906
Rps25,0.00013604136851778906
Rps26,0.00013604136851778906
Erbb2,0.0001360036327787925
Arhgdib,0.00013556225819288714
Yju2,0.00013499356639705748
Cdkn1b,0.00013421139164594546
Mcm2,0.00013388607791619205
Sh2b2,0.00013337441544680355
Itga1,0.00013262648987141129
Rpl23a,0.000132532855387753
Tyk2,0.00013110361179434984
Utp11,0.0001304408223751525
Hcst,0.0001284354611200244
Ripk1,0.00012763614445485377
Fcgr1,0.00012621470761138887
Tcf4,0.0001246832840887054
Nop56,0.00012433468599771415
Tnfaip1,0.00012427186656946144
Kctd13,0.00012427186656946144
Map2k4,0.00012410013590643078
Cd226,0.0001235536036369123
Cyp3a13,0.0001233884828655138
Lap3,0.00012290137226422058
Strn4,0.00012280440830522184
Ppp2r2c,0.00012280440830522184
Strn3,0.00012280440830522184
H2ax,0.00012277880879353655
Itgax,0.00012272914164727548
Ptk2b,0.00012269856281729995
Rps23,0.00012162146313153774
Rps2,0.00012162146313153774
Nr1h3,0.00012112215686415895
Sgo2a,0.00012101546791634556
Espl1,0.00012101546791634556
Adcy3,0.00012089750643650388
Smarca5,0.00012025365015849399
Baz2a,0.00012025365015849399
Rb1,0.0001183690547515752
Prnp,0.00011783509502629593
Polr2i,0.00011693633640964171
C9orf72,0.00011648150399305351
Smcr8,0.00011648150399305351
Gdi1,0.00011635723597988889
Adora3,0.00011627736319877529
Cyp2a5,0.00011602178290435162
Hdac3,0.00011517415387425395
Polr2a,0.00011438845594242341
Map3k7,0.00011415614166072755
Spg7,0.00011402981724798104
Mavs,0.0001139673501199017
Ikbke,0.0001139673501199017
Cdk2,0.00011382177681470919
Cdk7,0.00011319101513187046
Lamp1,0.00011292243195866898
Utp6,0.00011257746039708838
Col2a1,0.00011197882189406918
Kdm3a,0.00011124527185973149
Kdm3b,0.00011124527185973149
Gdf11,0.00011124351758463068
Rcl1,0.00011122309370126378
Plcg2,0.00011114914821787779
Il5,0.0001108355456966251
Pik3c3,0.00011047100298608655
Gsta4,0.00010996857098338915
Grin2c,0.00010964166015508361
Nlrp3,0.00010917569865137553
Mrps12,0.00010907940988036214
Top2b,0.00010889985832227347
Taf4,0.00010885314220258191
Cul4b,0.00010846436199890111
Cul4a,0.00010846436199890111
Noc2l,0.00010798892349334355
Utp14a,0.00010779598749008304
Upf3b,0.00010724774374718295
Hexb,0.0001066029541810848
Hexa,0.0001066029541810848
Cyb5d2,0.0001066029541810848
Pard3,0.0001049725201951549
Ndufs2,0.00010482336666247941
Il3,0.00010470591904581801
Ehhadh,0.00010380759108203372
Acox3,0.00010380759108203372
Acox1,0.00010380759108203372
Chpt1,0.0001037175534731814
Mcm6,0.00010356324677684756
Setd7,0.00010308312444696416
Ipo4,0.00010307392414572476
Msn,0.00010297957551554842
Cltc,0.00010293445684587831
Mlst8,0.00010288713169795727
Becn1,0.00010288713169795727
Pak1,0.00010287418164356467
Fgf16,0.00010263330857408197
Fgf18,0.00010263330857408197
Fgf20,0.00010263330857408197
Fgf22,0.00010263330857408197
Fgf17,0.00010263330857408197
Fgf7,0.00010263330857408197
Utp15,0.00010246596510668394
Fcf1,0.00010246596510668394
Ugt2b37,0.00010218777765170684
Serpinb6b,0.0001014438976194934
Serpinb6a,0.0001014438976194934
Serpinb6c,0.0001014438976194934
Serpinb6e,0.0001014438976194934
Nsa2,0.00010117993096248278
Gzmb,0.00010085336206610707
Jak3,0.00010071945538560185
Bmp2,0.00010035783964431121
Brcc3dc,0.00010023706314426553
Brcc3,0.00010023706314426553
Cyp3a16,0.00010008533108136964
Ptpn11,9.986714940352031e-05
Slu7,9.950562006684584e-05
Vcam1,9.842984964043603e-05
Banf1,9.832862132822587e-05
ATP6,9.803060838044175e-05
Sumo3,9.802467070681323e-05
Fadd,9.661043870560597e-05
Ercc8,9.652120469161292e-05
Klrg1,9.420235771362119e-05
Ralgds,9.369278955671025e-05
Itgb3,9.29479482457457e-05
Malsu1,9.268360697282246e-05
Agtr1a,9.225182723598535e-05
Unc13b,9.19921734213934e-05
Vav2,9.187914196299258e-05
Tbx5,9.148994482422445e-05
Rbpj,9.148994482422445e-05
Rapgef4,9.115882624276705e-05
Fgr,9.115882624276705e-05
Gpx2,9.077618966806062e-05
Gpx5,9.077618966806062e-05
Gpx8,9.077618966806062e-05
Xrn1,9.06246089879173e-05
Adrb3,9.05328774516873e-05
Il13,9.019551803078481e-05
Suz12,9.002321265296673e-05
Hars2,8.981119311059057e-05
Ccr7,8.963111351480211e-05
Gss,8.937102164187137e-05
Chac1,8.937102164187137e-05
Chac2,8.937102164187137e-05
Lats1,8.916542202684695e-05
Ppp1r1a,8.903614209237913e-05
Rxra,8.869585936214465e-05
Polr2l,8.86875864241318e-05
Polr2g,8.86875864241318e-05
Polr2h,8.86875864241318e-05
Polr2d,8.86875864241318e-05
Polr2k,8.86875864241318e-05
Oprm1,8.862232420228048e-05
Prl,8.859892662371402e-05
Prl6a1,8.859892662371402e-05
Stom,8.803101957494278e-05
Taf1,8.755044643887915e-05
Itfg2,8.66675373593862e-05
Traf2,8.645680810575957e-05
Bloc1s2,8.642669901386505e-05
Snapin,8.642669901386505e-05
Orc1,8.634782737663735e-05
Polr2j,8.627203330863756e-05
Map3k8,8.6118913221989e-05
Pwp2,8.581926424038206e-05
Wdr36,8.581926424038206e-05
Bysl,8.581926424038206e-05
Sin3a,8.552622965131007e-05
Upk3bl,8.535063434844961e-05
Birc3,8.534433350126029e-05
Birc2,8.534433350126029e-05
Imp3,8.51985191737252e-05
Rps13,8.518278176593955e-05
Rps7,8.518278176593955e-05
Wdr46,8.510889668640578e-05
Sos1,8.495234723508264e-05
Fhl2,8.48100201979951e-05
Aoc3,8.474964046093948e-05
Rpl11,8.424996666761271e-05
Spag1,8.422643133915984e-05
Nr0b2,8.40041960678152e-05
Tnfrsf1a,8.398989920397576e-05
Mapk13,8.268095236816513e-05
Mapk11,8.268095236816513e-05
Mapk12,8.268095236816513e-05
Arid1a,8.209083401618929e-05
Ercc4,8.117107270445658e-05
Ebi3,8.082401283262769e-05
Chrna7,7.964683490862051e-05
Klc1,7.942464268483369e-05
Acvr1,7.921892518956352e-05
Acvr2a,7.921892518956352e-05
Acvr2b,7.921892518956352e-05
Efna5,7.888936783095565e-05
Itgb5,7.88555827261201e-05
Mxd1,7.880790592249679e-05
Chga,7.818674672550839e-05
Phb1,7.811679413610283e-05
Akap13,7.806248619074542e-05
Ywhab,7.801152742924083e-05
Ppargc1b,7.795446751559341e-05
Lsr,7.774657776767582e-05
Rps15a,7.691503207983891e-05
Cxcl12,7.675747403799897e-05
Arhgef11,7.523277549563143e-05
Sec22a,7.452416239235021e-05
Uso1,7.452416239235021e-05
Sec22c,7.452416239235021e-05
E2f4,7.376444446536353e-05
Polr1e,7.369663904866961e-05
Cd3e,7.36172771895007e-05
Clpx,7.3423794339582e-05
Oxa1l,7.333723121527366e-05
Pla1a,7.328244515885625e-05
Prkce,7.31684697749376e-05
Epb41,7.2556021704865e-05
Sf3b6,7.227713906858759e-05
Rad52,7.225397810434315e-05
Nefh,7.205449612245419e-05
Nefm,7.205449612245419e-05
Nefl,7.205449612245419e-05
Ifnar1,7.197524737368519e-05
Stub1,7.163261363370565e-05
Fkbp5,7.163261363370565e-05
Pah,7.154737190805963e-05
Nol6,7.03222861071757e-05
Rtkn,7.017155568039783e-05
Upf1,7.016374994607296e-05
Smg6,7.016374994607296e-05
Smg7,7.016374994607296e-05
Smg1,7.016374994607296e-05
Epcam,7.007223152903159e-05
Cog3,6.993475862553949e-05
Cog4,6.993475862553949e-05
Cog6,6.993475862553949e-05
Cog8,6.993475862553949e-05
Bub1b,6.992225194373363e-05
Chek2,6.977576222890424e-05
Timm50,6.971911181806261e-05
Dnajc19,6.971911181806261e-05
Hspe1,6.958879751437877e-05
Klrd1,6.935802061137048e-05
Klrc1,6.935802061137048e-05
Slc25a1,6.90075338905671e-05
Dab1,6.853176000543142e-05
Fah,6.834478764515807e-05
Ppp2r1b,6.78405322896249e-05
Ears2,6.741862787224193e-05
Fzd4,6.682797824685402e-05
Fzd1,6.682797824685402e-05
Fzd9,6.682797824685402e-05
Fzd5,6.682797824685402e-05
Sfrp1,6.682797824685402e-05
Fzd2,6.682797824685402e-05
Rnf8,6.64232384581577e-05
Rps17,6.639076786847717e-05
Gata3,6.631070738565746e-05
Gstm3,6.625538630902285e-05
Dync1h1,6.609580322713751e-05
Foxo6,6.602374886909548e-05
Rps16,6.57413477512316e-05
Snrnp70,6.532868546876028e-05
Rbm34,6.52549630718231e-05
Myl10,6.488379003185494e-05
Sftpb,6.473154287407228e-05
Sftpc,6.473154287407228e-05
Mre11a,6.473030712571689e-05
Rad51c,6.463983551614001e-05
Cd47,6.445064706309068e-05
Adam17,6.419875009675273e-05
Gak,6.393363198382265e-05
Cd24a,6.380663633995753e-05
Sell,6.370653077859115e-05
Sde2,6.261321325612975e-05
Pih1d1,6.253390824909839e-05
Rpap3,6.253390824909839e-05
Ephb2,6.247260978355401e-05
Eif6,6.120195315777516e-05
Traf3,6.0965668924150077e-05
Rps4x,6.065537566676941e-05
Fancg,6.022826274475798e-05
Fanca,6.022826274475798e-05
Synj2,5.98740874701029e-05
Snrpb,5.983772252487153e-05
Prkg2,5.960368248955192e-05
Prkg1,5.960368248955192e-05
Pth,5.9302747368735945e-05
Itga2b,5.897178276020358e-05
Cyc1,5.889513364155589e-05
Uqcrc2,5.889513364155589e-05
Ndufs1,5.889513364155589e-05
Ctsl,5.874629168436988e-05
Hmgb1,5.848324105263039e-05
Lum,5.8387936556232403e-05
Sstr2,5.8193497198390915e-05
Ghsr,5.8193497198390915e-05
Sstr5,5.8193497198390915e-05
Lsm1,5.785543659007546e-05
Ddx6,5.785543659007546e-05
Flna,5.782637728337782e-05
Il1rap,5.781045448304899e-05
Hnrnpk,5.749623325067608e-05
Dlat,5.744222397177381e-05
Ak6,5.72816458520616e-05
Taf9b,5.72816458520616e-05
Hsph1,5.6859426913626445e-05
Dnm1,5.6709477129112656e-05
Prdx6,5.659545070706626e-05
Prdx6b,5.659545070706626e-05
Akt3,5.651855763992871e-05
Akt2,5.651855763992871e-05
Sdc2,5.628325129116127e-05
Hgf,5.614172488068032e-05
Cct2,5.5689136541710706e-05
Cct4,5.5689136541710706e-05
S100a10,5.561118206044556e-05
Dlst,5.5514596761474164e-05
Nr5a2,5.5480804162380604e-05
Hnf4a,5.5480804162380604e-05
Gls2,5.524460320518484e-05
Gls,5.524460320518484e-05
Cxcr5,5.467735612693918e-05
Ccnb2,5.419710174529835e-05
Recql4,5.406418914725274e-05
Sema6b,5.395979938131002e-05
Ctc1,5.371963795998953e-05
Lsm11,5.369869467749793e-05
Trmt1,5.366782385188207e-05
Rps12,5.345830175983741e-05
Ltv1,5.335789375971337e-05
Dock1,5.30612409798251e-05
Orc6,5.278020978993879e-05
Orc4,5.278020978993879e-05
Polb,5.273547436266164e-05
Sdha,5.242276964861141e-05
Mdh2,5.242276964861141e-05
Sdhc,5.242276964861141e-05
Eloa,5.236528939883242e-05
Tyrp1,5.1861264408241806e-05
Ddx39b,5.185987904242423e-05
Clock,5.117916652148524e-05
Cxcr3,5.0890292321234366e-05
Aatf,5.051166029189631e-05
Insig1,5.016727515948054e-05
