gene,TBI Acute vs AControl Log2 fold change,Acute pval,Acute padj,Acute-log10(p_value),Acute-log10(padj),np_score
Mrpl52,-0.7731552785032447,0.1172038087803875,0.5121145157682314,0.9310582747903893,0.2906329140138792,0.0103646244954387
Faf1,0.0955125908015703,0.6273337276879913,0.912061568884273,0.20250136262205123,0.03997584355298191,0.01055
Rbm25,-0.1026537831487267,0.5528493790428488,0.8872708122582401,0.25739317386812893,0.05194380483706013,0.0103511107701866
Psen2,0.6799730906717839,0.0292486055593076,0.2415596250131243,1.533894834276977,0.6169756532434578,0.011621951391025
Cars1,-0.2899813311502275,0.4234609707153042,0.8297466013596381,0.3731866112697084,0.0810545177850144,0.0110382198798022
Pdhx,-0.1377501552520122,0.5067678100190354,0.866596106718671,0.29519097937482347,0.06218326641449397,0.0114142857142857
Mcoln2,-0.4851161690344815,0.3694925192893955,0.79628712274771,0.4323943498651603,0.09893030746203027,0.0133
Akt1s1,0.0570941545153753,0.8249758692322897,0.9672874863172168,0.08355875449556405,0.01444443060620044,0.010584747117326
Adss1,0.4575798590271,0.5751662392972143,0.8950708789063284,0.24020661378864563,0.048142572394619956,0.0111432434964886
Odc1,-0.7189210042557534,0.0072423833217088,0.0968857373010892,2.140118492761578,1.0137401514047697,0.0113606486815723
Dhdh,0.0524417106376145,0.8663022735163876,0.974899915901293,0.06233054584072016,0.011039967073613101,0.0100072037407677
Pgam1,-0.3557247274407147,0.3762762236271686,0.798120065557515,0.42449322327927097,0.0979317704453109,0.0105583258227333
Git1,0.0180786882312351,0.933981079533132,0.987264692833248,0.029661921561753794,0.005566394214441144,0.0139772302208801
Ccnt1,-0.1491662313827637,0.3781326354068596,0.7991998242151118,0.42235583846537506,0.09734462030561682,0.0109515912790917
Brms1l,-0.0382279062223356,0.8544491403467435,0.9733712638487644,0.06831378282519329,0.01172147927201655,0.0106573705539336
Med15,-0.1190846090538893,0.507215422918851,0.866596106718671,0.29480754931655184,0.06218326641449397,0.0106976186423867
Ubxn11,0.8265505665814961,0.2105017556535362,0.6604166971068743,0.6767442776550907,0.18018195514014906,0.0106610416383506
Rpl15,-0.5292348391974467,0.0139976929602319,0.1547478093329517,1.8539435369791597,0.810375490297149,0.01048611658621
Kif11,-0.194396285915788,0.6851106809381581,0.9299137488055272,0.1642392617371562,0.0315573311825505,0.0199920617556893
Rpa3,0.564315880260289,0.0788070804158403,0.4199501785230001,1.1034347616044933,0.37680222978298633,0.0106374709823304
Mlkl,-0.6592119184755618,0.0122784167760884,0.1411056531963449,1.9108576291017247,0.8504555865093235,0.0112016670130254
Rps5,-0.0671739176008841,0.7249423108515762,0.9404759885513764,0.13969655215406984,0.026652288016588623,0.011161671490808
Amotl1,-0.4464351312252095,0.0320955833051087,0.2542774451002064,1.4935547270403675,0.5946921608740193,0.0100691022625167
Atp6v0d1,0.0902250609876389,0.57147013003988,0.8939081558241947,0.2430064646525535,0.04870710029556345,0.0105573105897962
Ptprs,0.3187897084863489,0.1793394210449982,0.6151179673197126,0.7463242365920663,0.21104158724410785,0.01
Nelfb,0.1749624741188078,0.3387893480775676,0.7751363065911185,0.47007025283913995,0.11062192072569751,0.0105777056599887
Aldh1a2,-2.698146948001558,3.1879613836183584e-16,5.063764431535424e-13,15.496486947935598,12.295526506083888,0.0108890892069358
Ndufs2,-0.0303796136255161,0.8758702218375949,0.97679247614301,0.05756023871227013,0.010197694253753142,0.0110041633823012
Cad,-0.5928511157828468,0.0077161426554189,0.1012660397396345,2.112599751752812,0.9945361738544495,0.0100125811933687
Pten,-0.2176881909633052,0.367368521871332,0.7945987776223297,0.4348980591441398,0.09985210738068788,0.0119761245524878
Timm23,-0.0341711691094298,0.9084257141626692,0.9821239374352508,0.04171058101230136,0.007833703712144422,0.01061875
Ehmt2,0.1762092376192132,0.4284075227972391,0.8319384652354868,0.3681429116015168,0.07990879534026644,0.0108488725002482
Elof1,-0.0069313863837769,0.9788457965395552,0.9968606776795688,0.009285719827868482,0.0013655349110403988,0.0106188169556675
Med16,0.2682545207554485,0.2213993368135818,0.6717037541218327,0.6548236843544653,0.17282222444235207,0.0106976186423867
Rnf168,0.0940591214869513,0.6065907669821975,0.9057917341204288,0.21710420444276393,0.042971646826240474,0.0121297113105313
Cacybp,-0.2848896670888835,0.2866591611346629,0.735138400854517,0.5426341743614626,0.13363089075382573,0.0117444201917219
Cluap1,-0.0853850095817873,0.7056612389890993,0.934468515109416,0.15140373711519958,0.029435326649616195,0.010396
Ndufa2,0.2237657093514997,0.3966034643645351,0.8114172252184202,0.40164349651541187,0.09075577708781116,0.0104868090620667
Pam16,-0.1833045650169133,0.6743968621520089,0.9259896068136536,0.17108445907316863,0.03339388775522565,0.01061875
Cox6c,0.2177518189368511,0.4854660604386676,0.8591461707456921,0.31384112678467024,0.0659329412353652,0.0103067996823241
Ube2z,-0.2466420612525592,0.1333572217250316,0.5415462830051284,0.874983460885934,0.2663644206734334,0.0103244330011673
Anapc1,0.010960575974513,0.9425526557465228,0.9887890107636824,0.02569437856367645,0.004896368904949614,0.0100920617556893
Tsg101,0.1031731165555191,0.6320232081250314,0.9136286998139,0.19926697397144574,0.0392302663935009,0.0123159160894295
Hps5,0.2323755401554526,0.2210897518825221,0.6717037541218327,0.65543138769727,0.17282222444235207,0.0105083773170009
Srp19,0.11191577072027,0.557639057136796,0.8902252036563508,0.2536468157835148,0.05050011432901968,0.0100515114459618
Mrps25,0.0009706871797184,0.9966608728932772,0.9990786933547546,0.0014525910217806203,0.0004003028213235598,0.0103646244954387
Dguok,0.451762361863277,0.1174913112360096,0.5127891808151075,0.9299942493222975,0.29006114644139486,0.0100146933592927
Csf1,-0.058147468621123,0.7722347692108393,0.9524647129852324,0.11225064853368875,0.021151105142813653,0.0103074253178881
Tbp,0.1746074583554246,0.4564538025209416,0.845786888379251,0.3406031706499404,0.07273905168932794,0.011145931786762
Psmb1,0.0934458367807786,0.6589826784423293,0.9220264455081328,0.18112600081688718,0.03525662235901316,0.0103466422666822
Msh3,0.0072763091514617,0.9724239198708566,0.9958637242169384,0.01214436683800512,0.0018000871484159702,0.0105307199520551
E2f4,0.1574560300577918,0.4761000389560508,0.854218914094992,0.32230178299010354,0.06843081666458663,0.0103735483445889
Yes1,-0.1657659154860557,0.3770073012988161,0.7986398702110002,0.4236502389637518,0.09764901247325278,0.013331158663383
Ppp1cb,0.142535088678863,0.4015554003134123,0.8153852643608692,0.3962545291135189,0.08863714138102702,0.0103134717570662
Trappc2l,0.2668736523407616,0.4440346671034217,0.8409311478840706,0.3525831219034399,0.07523956106072595,0.011324313567559
Acsf3,0.1359118921194093,0.7107401908028239,0.9360123979202118,0.14828912546038742,0.028718398791087268,0.0101931435442589
Gata2,0.3979479788420734,0.027374240241292,0.2331246340378897,1.5626579256164224,0.6324118326078799,0.0102656918078178
Ptgds,-1.2304723131034927,0.0462748895567013,0.3151313844270103,1.334654609095262,0.5015083426059906,0.0116328722219088
Edf1,0.3855746271888962,0.073428547877775,0.4061763644452228,1.1341350603105727,0.3912853519545175,0.0100886485952925
Aldh1a3,0.7773069204208383,0.1537488934878421,0.577204433018547,0.8131880011060648,0.2386703421175246,0.0108890892069358
Actn1,-0.2235568882826175,0.2507619275955125,0.7028477781362267,0.600738400418352,0.15313872373388646,0.0103739407539802
Sirt2,0.1154837050960189,0.5239421327535569,0.8753021400525373,0.2807166764009932,0.057842009711566174,0.0100944201917219
Nolc1,-0.5290493621506995,0.005700927229887,0.0818035284355585,2.244054502560195,1.0872279634797257,0.0102807288551365
Cyp2j9,0.6716021893956778,0.193359614190781,0.6361784390880109,0.713634229144583,0.19642105378221614,0.0103829842872421
Abca1,-0.3148240516376352,0.1319153771965556,0.5402465793186603,0.8797045763841888,0.26740797426005347,0.0101324204303692
Ubl4a,0.031999679997966,0.8637561551468922,0.9746852031666212,0.06360884481391756,0.011135626971021325,0.0112375
Gdi1,0.1018181763099851,0.557076406297068,0.890201627690182,0.25408523470511285,0.0505116159665293,0.0116370290549242
Gadd45b,0.1449332583603027,0.4897595601528507,0.8619119625242361,0.31001707778119747,0.06453709164920625,0.0103546032303871
Slamf1,-0.1370314155025024,0.8636587162360283,0.9746852031666212,0.06365783962351053,0.011135626971021325,0.0101586463947087
Cybb,0.1099549964353336,0.8336828899362516,0.9685527273672628,0.07899911164021332,0.013876731598120284,0.010180700409039
Clpx,0.1244140744278977,0.5018780053570815,0.8650388624359701,0.29940183671754034,0.06296438113360468,0.0150455376718975
Ace2,-0.3675871770202136,0.7651406693535007,0.9506516173889866,0.11625871346357304,0.021978608578388546,0.0112375
Ager,0.4972968172605697,0.4792829863140573,0.8556274229864135,0.3194079874093543,0.06771530467458443,0.01165
Notch4,-0.0694003036350638,0.7006226822279533,0.9332303700254042,0.15451580677427926,0.030011136445116198,0.0106591373863146
Arnt,-0.1723870137920084,0.3160037399662643,0.7612922360453962,0.5003077773907753,0.11844859928830641,0.01
Itga2,-0.7074002299566847,0.1564889573654617,0.5826652142930978,0.805516303002183,0.2345809089589431,0.0123038748605191
Lpl,-0.3710935949611813,0.3006891816087441,0.7495828174979546,0.5218821969481854,0.12518037723147182,0.0121598030368061
Atp6v0e,0.1260882751390205,0.4946080341613194,0.8622677797470696,0.3057388334587708,0.06435784182408898,0.0105573105897962
Srf,0.3020927900120087,0.1759912795576758,0.610932266812699,0.7545088511279484,0.21400693669703583,0.0102656918078178
Gata3,0.5216323500150812,0.2825819018191472,0.7320195505512391,0.548855656329532,0.13547731978431735,0.0102843736855103
Lama5,-0.0084254853808206,0.967895826385517,0.9952502479290882,0.014171382836770073,0.0020677055557493857,0.0113294270656049
Hspa8,0.4096484094597197,0.1106810384394176,0.4983071818258444,0.95592677484376,0.3025028535376373,0.0149652855414147
Psma2,0.038222254793263,0.8585343470017868,0.9743259634158064,0.06624232552932122,0.011295724404941693,0.0103466422666822
Mrpl32,-0.225333606170264,0.4017956267808059,0.8155821065037928,0.39599479450489283,0.08853231101051202,0.0105618172883576
Setdb1,0.0718697507464413,0.7130996853925422,0.9367124838201292,0.146849755155457,0.028393691771577526,0.010621295210131
Cers2,0.0174846874358457,0.910667702436918,0.9821955485181746,0.040640065754403744,0.007802038498422243,0.0123335714285714
Vps45,-0.3434352210996597,0.2056274092187038,0.6539257126433027,0.6869189962961793,0.1844715856536669,0.0135208633020438
Prpf3,0.1366580236831396,0.5018281907095496,0.8650388624359701,0.2994449454014233,0.06296438113360468,0.0113276667367014
Anp32e,-0.2694819304601382,0.1162802372788531,0.5115488656394801,0.9344940906890932,0.29111287404579855,0.0105210526315789
Aph1a,0.4016458971066313,0.1545057516635962,0.5791992553849868,0.8110553488005249,0.23717200513687503,0.010721951391025
Tab2,0.1605003800379101,0.3898234679063722,0.8072701064096433,0.40913201930909143,0.09298112934701723,0.0106323357398718
Med22,0.0264825414044184,0.8895971947254798,0.9794775388251772,0.050806595273219714,0.009005518705619383,0.0106976186423867
Med28,0.2142241608465533,0.2748791179022294,0.7237052043623415,0.5608582515144838,0.14043830423214768,0.0106976186423867
Qdpr,0.3617738383103971,0.0962679486304195,0.4657856398787846,1.0165182824486867,0.3318139048471474,0.0100319884496876
Gnrh1,0.2392882333356726,0.5457970361299327,0.8849704222025867,0.2629688270316596,0.05307124420484583,0.0100691022625167
Sqstm1,0.2036618525251506,0.2856937104638012,0.7339958476733137,0.5440993204885615,0.13430639694723706,0.01127298989364
Nfe2l2,-0.039844652120741,0.8383125246756159,0.9691768043451694,0.07659404528483096,0.013596988535197285,0.0128589519646371
Rxra,0.3575782443029314,0.0551410698032366,0.3481274177540678,1.2585248123119397,0.4582617712851286,0.0133022480221348
Prpsap1,0.1358626076750989,0.4806227520819582,0.8562863852410473,0.3181956740860867,0.06738096110690117,0.0133
Ncapg,-0.4886090127123553,0.1360864635334924,0.5453012193225826,0.8661850717480291,0.26336353120649025,0.0102474503316502
Lta4h,0.1216253112741982,0.6162370125818448,0.9098385194319528,0.2102522205317114,0.041035680582983014,0.0100581731989229
Dstn,-0.2630477804440138,0.1293845055164397,0.5355747017227647,0.8881177296303864,0.27117994540477885,0.012475
Fcgr1,-0.5658333127533237,0.4171560762726103,0.8254013932505283,0.3797014261243972,0.08333480238311741,0.0131214168637377
Ncf1,0.0482208591206147,0.9371241267171764,0.9878025554290942,0.02820288085394173,0.005329854660278455,0.010180700409039
Wnt11,1.0476713409495155,0.0798012894117004,0.4229084151044412,1.097990091357763,0.37375367310076346,0.0105536721037393
Adss2,-0.1851357570787097,0.3101422685111773,0.7575127963026127,0.5084390408242915,0.1206100264340082,0.0111432434964886
Il17rb,0.0225750915142184,0.9622082815950652,0.9946717541075362,0.016730909504167387,0.002320214630311776,0.0107713977636251
Cacna1d,0.5480659541891338,0.1479623200602829,0.5672257001116967,0.8298488675331848,0.24624410017365495,0.0101324204303692
Mtrex,-0.2232531153144997,0.285092297933183,0.7334683010275795,0.5450145154520318,0.13461865071815418,0.0108551589203
Fli1,0.04576443911304,0.7882055659346444,0.9575371995444472,0.10336050267751049,0.018844345042824243,0.0102656918078178
Utp25,-0.0388306334032824,0.8626268207911387,0.9746852031666212,0.06417704289710599,0.011135626971021325,0.010215835355715
Atp5f1e,0.1477137279021354,0.5488212667331488,0.8865603677507865,0.26056906813602576,0.052291687036066146,0.0102613587767916
Nelfcd,0.2293512188034729,0.3619998176512556,0.7904698052561248,0.4412916482322305,0.10211471480337302,0.0100851511171718
Ctsz,-0.1288812459888782,0.5769935068580221,0.8951281691659235,0.2388290741087367,0.04811477566034703,0.0103475234085664
Ube2a,0.0796990540177395,0.6941654189197934,0.9319351480840894,0.15853702527479,0.030614308471309845,0.0103244330011673
Slc25a5,-0.4669432322143993,0.0041199589421376,0.0664149448297943,2.3851071119503433,1.177734183782438,0.0118467976847842
Pls3,0.0615963140252746,0.7079436969981987,0.9351790781336852,0.15000128052394898,0.02910521779224912,0.0112043210546915
Ndufa1,0.3724640037356548,0.3245489260616696,0.764962555696086,0.48871982361886107,0.11635982269287187,0.0103067996823241
E2f3,-0.0922892900953842,0.675998536516466,0.9268192643365608,0.17005424427065868,0.03300494779087114,0.0101818684854679
Cd34,-0.1861326630559669,0.2600602482088052,0.7101374737549065,0.5849260272848921,0.148657569148804,0.0110357346607721
Cd274,-0.3875083657228258,0.1473941884241466,0.5665885050977073,0.8315196398492978,0.2467322406579321,0.0100000218310169
Mapkapk2,-0.1891464927710349,0.3147208461587094,0.7604631322978426,0.5020744897786903,0.11892183595381405,0.0106104782131265
Il10,-0.2505642967136226,0.6379843668034709,0.9146646212693532,0.19518996311923018,0.03873811886471486,0.0113202477587585
Lamp2,-0.1816522702491613,0.2693773085688603,0.7182652462959029,0.5696389905669483,0.14371514666298318,0.0103794091916474
Eif3d,-0.1407301102017729,0.4982846346637898,0.8636957852909883,0.30252250472863146,0.06363919969058796,0.0105514356421396
H3f3b,-0.0467229580527087,0.8290468125409012,0.967403035120866,0.08142094610328185,0.014392554394145893,0.0139916695458717
Nup50,-0.2872654065467233,0.068544144411424,0.3929951655764185,1.1640296401950752,0.40561279205815715,0.0109032682416404
Ift27,0.0602555724972724,0.902538218413708,0.9811653499632886,0.04453439862479822,0.00825779738519477,0.010396
Mrps18c,0.5070465478334026,0.4139941914151462,0.8225972774495641,0.38300575224636346,0.0848127322090315,0.0103467122253329
Plcg1,0.5648685872785507,0.0036719533416218,0.0611106619305985,2.435102845881723,1.2138830121196527,0.0125615329359223
Sdc4,-1.146951335555137,0.0001269272321123,0.0046908287148275,3.8964451904561046,2.328750424985771,0.0101568762948977
Il13ra1,-0.7313988597691101,0.0016473755139823,0.0333658155685519,2.783207393506761,1.4766982551203338,0.010018020331725
Brca1,-0.7363255165332278,0.0979538001368361,0.4696568636294033,1.0089787108030417,0.32821932644228824,0.0129102607047766
Gast,0.5784190130306812,0.4271941680254623,0.8316332187424671,0.3693746848457193,0.08006817154305143,0.0100000499631638
Nt5c3b,-0.071108026157873,0.771165570853759,0.95228493779794,0.11285236800823817,0.02123308481087548,0.0108161493207138
Med24,-0.08138480290457,0.7050811081512629,0.9342778720978604,0.15176092159522434,0.029523937077211956,0.0106976186423867
Psmd3,-0.1556357147888441,0.4361952314313744,0.8364515341496249,0.36031908652063976,0.07755921795462166,0.0103466422666822
Exosc10,0.0164164572022362,0.935353589923752,0.987328263538192,0.029024182578090942,0.005538430571313243,0.0125556070966377
Vps53,0.139406138861834,0.545935617667899,0.8849704222025867,0.2628585707388825,0.05307124420484583,0.012879046923624
Taok1,-0.1525331516857814,0.4172270045156917,0.8254013932505283,0.37962759014817765,0.08333480238311741,0.0100920617556893
Acot8,0.5726736378086419,0.045546807469412,0.312690974415198,1.3415420588009441,0.5048846541527987,0.012475
Vtn,-0.5245749820754809,0.6744255708352513,0.9259896068136536,0.171065971802477,0.03339388775522565,0.0125187005232502
Nlk,-0.0166053928143022,0.9267119393184212,0.9863910921555644,0.033055241698099,0.005950858396461292,0.0100944201917219
Aldoc,0.2594969562967972,0.6590603047320668,0.9220264455081328,0.18107484517211236,0.03525662235901316,0.0105702195373972
Rpl19,0.2690129620482628,0.4020748462344926,0.8158148764189231,0.39569309547022613,0.08840837956839413,0.01048611658621
Cacnb4,0.5085225128147621,0.2240703806217437,0.6749704135577977,0.649615548117763,0.17071526348037955,0.0100664859872456
Psmd11,-0.1541071922092932,0.3815761679563286,0.8019187678133071,0.4184187577841645,0.09586962233577537,0.0103466422666822
Timp2,-0.2453034641660891,0.2954045849004664,0.7439134036735102,0.5295827683960391,0.12847761619550252,0.01
Top2b,0.1286993096840702,0.4285401236824252,0.8319384652354868,0.3680085093811991,0.07990879534026644,0.0127763380993405
Rarb,-0.5940101869299099,0.1641673213050037,0.5933756885612582,0.784713288077399,0.22667025131203916,0.0133
Cdc6,-0.6668492856021218,0.0926726993104916,0.4558502933526929,1.0330481869456687,0.34117776138337386,0.0123330777845871
Suz12,-0.2618505202072466,0.220448896221035,0.6715433760945584,0.6566920713276283,0.17292593029219597,0.0113414700202017
Atad5,0.1325447523297322,0.5692509800063996,0.8931952870245832,0.24469621304306954,0.049053577164210174,0.0101553885759608
Tnfaip1,-0.579970922652559,0.0029780217553597,0.0533034765062125,2.526072133918242,1.2732444649278913,0.0122
Cd40,-0.0400269815938776,0.8221215665319177,0.9671531508152544,0.08506395889501753,0.014504748990957122,0.0104265332636809
Elmo2,0.3089570782419857,0.1434417964154691,0.5590747406572573,0.8433242844578639,0.2525301289915176,0.0102578733315585
Ada,-0.4028119337062577,0.2081866190170163,0.6582609736707505,0.681547187764126,0.18160189216883188,0.0101677612253864
Tha1,-0.7885905311296144,0.2643671861488148,0.7143906531897521,0.5777924514514823,0.14606423622290987,0.010819804894379
Birc5,0.3315187622465911,0.5535199915550855,0.8876029323644004,0.2568666890304835,0.05178127166358228,0.0102739302411573
Afmid,-0.1061610016403145,0.7818005736402163,0.9553067299256228,0.10690401524338651,0.01985716273444395,0.01
Pltp,1.3117591606037744,5.811822186125459e-07,6.134656966464345e-05,6.235687681498215,4.212209716838652,0.01
Ctsa,0.3690928769089718,0.0774985102487255,0.4161426973669369,1.1107066458417725,0.38075772213176523,0.0116169091916474
Myo1c,-0.0698003354345599,0.65826216511104,0.9220264455081328,0.18160110610449623,0.03525662235901316,0.0110163851194808
Crk,-0.3470753453666784,0.0780165436606273,0.4180504013748009,1.1078132939930474,0.37877135525989264,0.0104165197262672
Cox7c,-0.0470844587489904,0.8532423232866203,0.973091112964797,0.06892761042612738,0.011846493744730537,0.0103067996823241
Mlx,-0.0521986144034308,0.8511354051888937,0.9725132961762966,0.07000134350122275,0.012104452298890414,0.0100364781266307
Dhx58,0.207522747201672,0.4940325561420466,0.8622677797470696,0.30624443065740004,0.06435784182408898,0.0102232267646657
Rab5a,-0.1601970488928035,0.3907377593141115,0.8072701064096433,0.40811461828792756,0.09298112934701723,0.0114142857142857
Ppp2r5c,0.0796579879045742,0.6179650743472754,0.9104250807293852,0.20903606932360164,0.040755786677982,0.0104627677524345
Ift52,0.3630875305013871,0.1984900566822118,0.6442565845681482,0.7022612442470035,0.19094113408555735,0.010396
Ptgis,-0.2989221370002783,0.2777150725317457,0.726481568189891,0.5564005489867688,0.13877539985868872,0.0111
Ddx27,-0.1372938893840728,0.5758533494261167,0.8951281691659235,0.2396881027644851,0.04811477566034703,0.0103779219713233
Rrp7a,0.0015699021623132,0.995317775627488,0.9990383715429368,0.0020382396882634717,0.00041783086378195395,0.0106967880328159
Med13l,0.0455121666896208,0.8524415809738121,0.9728749821643524,0.06933537413024361,0.011942964505062202,0.0103138605353473
Mafk,0.1099235393699435,0.709986037449067,0.9354988733864203,0.14875019201113443,0.028956731180919966,0.0133
Med1,-0.2718437072049249,0.0806494926639405,0.4240495842524692,1.0933983602520083,0.37258335824644406,0.0116260953013511
Stard3,-0.0942038945956054,0.6979389230704633,0.9327004232790556,0.15618258100729568,0.030257826145137147,0.01495
Uchl5,-0.3966167061003062,0.1739389381929954,0.6087154547337992,0.7596031853958332,0.2155856717636616,0.0103466422666822
Stk4,-0.2093548072226761,0.2323697564509041,0.6836980410598283,0.6338203971990934,0.16513566444415642,0.0114142857142857
Pmp22,0.2185724490368558,0.373072022014517,0.7976006179318128,0.4282073190114625,0.09821451823166583,0.0104315557058479
Gdf9,0.0305188393670091,0.955388082383804,0.992401152413833,0.019820180456090453,0.0033127400803223163,0.010885562907205
Psmb6,-0.0663752486814802,0.7350331020544207,0.9434945140563616,0.13369310211871827,0.025260620694573646,0.0103466422666822
Pfn1,-0.4636569464554656,0.0048433854296174,0.07382929065859,2.314850969050612,1.131771304197609,0.0102828571428571
Ywhab,-0.1539809534192601,0.2883684846964971,0.7375943507210374,0.5400522046678994,0.13218241822893323,0.0110985277914364
Ksr1,0.1500435218490831,0.4914719831618482,0.8622677797470696,0.3085012345053244,0.06435784182408898,0.010666103777189
Gpx3,-0.1511673827892304,0.7513685461520268,0.9485391156212164,0.12414698936117326,0.02294475507771354,0.011280174306926
Il12rb2,-0.364316986416551,0.2609475617580576,0.7112217678781743,0.5834467567505336,0.14799495968027615,0.0104757428894698
Kpna2,-0.0458334450218609,0.8959673164793681,0.9803572333189128,0.047707832448978776,0.008615642481890683,0.0122221742481557
Smurf2,-0.1083937117443283,0.5042301386597924,0.8658975979407871,0.2973711993925064,0.06253346511757449,0.0104894398661196
Srsf1,-0.4690486666661854,0.0085621443625277,0.1090568271460725,2.0674174539928765,0.962347141648255,0.0102096022131126
Kif3a,-0.0637032787845174,0.7243313134929452,0.9402518423382564,0.14006273945310654,0.02675580694405869,0.0103043668893999
Mrm1,0.0387599645013757,0.8616026230218772,0.9746683497174514,0.06469298756268259,0.011143136496386626,0.0106692827334559
Mapt,-0.3164453934054354,0.4562752984645873,0.8456792984328398,0.34077304214319437,0.07279430046753226,0.0118834547287655
Kansl1,0.1007854932930611,0.5291953305843748,0.8776899345089495,0.27638399651474527,0.056658882174669044,0.0103278852902837
Gid4,-0.0695234106168898,0.760659900229322,0.9506516173889866,0.11880947787954088,0.021978608578388546,0.012870078797296
Akap1,-0.040777994401844,0.8639290265167141,0.9746852031666212,0.06352193420886047,0.011135626971021325,0.0101324204303692
Nol11,-0.2590569036911905,0.2568793061392396,0.7078217553738844,0.5902708805196699,0.150076093162718,0.010215835355715
C1qbp,-0.4352501043703078,0.0562327484745583,0.3527300279759653,1.2500106890646139,0.452557567184912,0.0105823529411764
Chd3,0.3752902569775239,0.0994881093758672,0.4707996912098918,1.0022288221792242,0.3271638306754254,0.01042961535101
Kdm6b,0.1027294584757672,0.7048420829412225,0.9342778720978604,0.1519081740574955,0.029523937077211956,0.0136200163846771
Ncor1,0.0587249766180032,0.7245560652291619,0.940385171066752,0.13992800373650988,0.026694227882550183,0.0128337672271682
Cwc25,0.0964871279757378,0.6386170988054871,0.9146646212693532,0.19475945751994408,0.03873811886471486,0.0103643984180024
Pip4k2b,-0.5875407243457397,0.0007783075159067,0.0188889718545486,3.1088487756657788,1.7237916805137472,0.0113277608200698
Slc2a4,-0.6644665771869707,0.3655710251510227,0.7930482923145286,0.43702823338594976,0.10070036571249472,0.010592969948095
Gabarap,0.2110262780395737,0.2612289496719621,0.7112719687976339,0.5829786957503281,0.14796430649459988,0.0106368166441522
Acadvl,0.4100097733046273,0.136348849581871,0.5457849664691466,0.8653485219860333,0.2629784310505341,0.0106517759807246
G3bp1,-0.1693705135731249,0.3146923753358178,0.7604631322978426,0.5021137794563242,0.11892183595381405,0.0110818442820941
Atox1,0.328403582815737,0.1200190630201741,0.518507821617763,0.9207497680611443,0.28524468795418206,0.01
Sparc,-0.4553832238606924,0.0014658854741997,0.03083550062702,2.8338999586621503,1.5109489962311151,0.0102462943986518
Tada2a,0.6219034777805106,0.0115036445458853,0.1348393597927713,1.939164546132398,0.8701833181439962,0.0108105290354751
Ikzf1,0.1009416429950102,0.8739172080232653,0.9764705612027376,0.05852970901521695,0.010340845361202878,0.0104777195921491
Pnpo,0.1959289954929558,0.4857533309443972,0.8591461707456921,0.3135842126410747,0.0659329412353652,0.0101931435442589
Cbx1,0.1205285710569204,0.5062681307747627,0.866596106718671,0.29561941028703403,0.06218326641449397,0.01136715053611
Aatf,-0.7452463469369981,0.0056507892175907,0.0815396185695613,2.2478908921967995,1.0886313244453314,0.0108348006391456
Dync1h1,-0.0233416978230298,0.9036908208655244,0.9811653499632886,0.043980128992640616,0.00825779738519477,0.0122465384615384
Pex12,-0.0372475673007734,0.8941435957730881,0.9801038980372933,0.04859272970072626,0.008727883539600462,0.0107071428571428
Ndel1,0.0229535086384997,0.9101598833619524,0.9821239374352508,0.04088231057703378,0.007833703712144422,0.0100920617556893
Fxr2,0.2894688193243998,0.2356174127199288,0.6877173371847868,0.6277926172434312,0.16259002706298528,0.0105210526315789
Atp5mc3,-0.164713614518042,0.3720302179215359,0.7976006179318128,0.42942178338802156,0.09821451823166583,0.0106508500165143
Cd68,0.1695601681901622,0.6416539711574248,0.9150409932641018,0.1926991135673297,0.038559449376607775,0.0101307585914543
Lsp1,0.4369052303793814,0.5690919700643949,0.8931952870245832,0.24481754228014216,0.049053577164210174,0.0101748566470849
Myh11,0.4169376021014147,0.2312051815370013,0.6824772178150806,0.6360024371731722,0.16591184149209443,0.01
Rad51d,0.2934176299039161,0.3098815653434456,0.7575127963026127,0.5088042588938265,0.1206100264340082,0.0105826535820756
Rars1,-0.2518439975897842,0.241176783629305,0.6946654610954462,0.6176645009554516,0.1582242937966615,0.0110245563976869
Mrpl58,0.0253134267724139,0.924528424103797,0.9860435187601966,0.03407973216119663,0.006103917167983219,0.0123938154380444
Fdxr,0.0714533443809951,0.8749397747803689,0.9765246359144788,0.05802183998422844,0.010316795789590624,0.0105629666543234
Mrpl45,-0.3274034746891238,0.2262695417211242,0.6769636784050176,0.6453739027518969,0.1694346321884761,0.0123566782887137
Irf1,0.2365432606224942,0.2024385766951311,0.6498189763483994,0.693706724789567,0.18720761031473304,0.0102656918078178
P4ha2,-0.0891050373539257,0.7416251998976441,0.9458114825904166,0.12981552159474655,0.02419541775198969,0.01099
Arrb1,-0.4950894373110797,0.0166664252651607,0.1719185272833955,1.778157540789717,0.7646773178250952,0.0163235716249426
Pelp1,0.1110904829598255,0.6786671082183713,0.9273811821024172,0.16834319849589455,0.03274172081027764,0.0109295096761255
Med11,0.013362496333595,0.958765638280481,0.9940938401670082,0.01828753927396078,0.00257261726959052,0.0106976186423867
Ccl6,-0.0192908545932925,0.9786728789104856,0.996791366598188,0.009362446730416956,0.0013957321766835517,0.010749672472861
Ccl4,0.0150548743319167,0.9796206801358188,0.9968606776795688,0.008942055341860464,0.0013655349110403988,0.0103538256810153
Map2k3,-0.2285019921527082,0.2163819488507707,0.6676000427906363,0.664778972038156,0.17548364415615722,0.0128457098500992
