gene,TBI Acute vs AControl Log2 fold change,Acute pval,Acute padj,Acute-log10(p_value),Acute-log10(padj),np_score
Wdr77,-0.5253384809545888,0.052826697811344,0.3414503606572026,1.2771465361450491,0.46667242422145777,0.010266531346291
Atp5pb,0.1222120744262174,0.5246918355870392,0.8754900257938352,0.2800956935433866,0.057748797344525704,0.0103623581328619
Sox9,0.9297860387568,0.0032515958764558,0.0561775157534325,2.4879034358735774,1.2504374698056884,0.0102268406220912
Hnrnpd,-0.1050988179092875,0.5832733660892856,0.8975711417071568,0.23412785423094942,0.046931119099070634,0.0105373231668983
C1d,0.0661588817573985,0.7614507009572886,0.9506516173889866,0.11835820919633978,0.021978608578388546,0.01
Gm2a,0.547702295895277,0.0253324651854518,0.2213144109824251,1.5963225455294563,0.6549903058812574,0.01
Krit1,-0.046621198471818,0.8142805284620975,0.964200538928676,0.0892259501790053,0.015832630109094907,0.0119077509252102
Hk2,-0.2704639894625591,0.6831283198716117,0.929870023078382,0.1654977101138441,0.03157775274155859,0.0103296797521243
Cd52,-0.3077100208338085,0.6485237184022639,0.9180884840078836,0.18807413587464922,0.03711546012285499,0.0104257620657
Loxl3,-0.8213165904026907,0.42544569413199,0.8309760757165489,0.37115586741013495,0.08041147962606301,0.01
Kat2b,0.1161025235206747,0.5275035068799461,0.8768015082728366,0.27777464880079733,0.05709871178624944,0.0103393680932385
Rab5b,0.3444896804438819,0.0481583778947823,0.323589317124171,1.3173281497238456,0.490005824484383,0.01
Spg7,0.1696844679347747,0.4687507034599493,0.8510741153418094,0.32905806751266214,0.07003261796194674,0.0138823529411764
Rpl13,0.3147237601261514,0.2422142456933473,0.6957621137707691,0.6158003176584054,0.15753922351637548,0.0102502574287591
Chmp1a,0.3051908372329252,0.1476847938528247,0.5668668388707053,0.8306642188774909,0.24651894804819094,0.0107192985770578
Rpa1,0.1200226475953178,0.6553127309335628,0.9212191840814554,0.18355139480826083,0.035637026576276855,0.010825627813949
Serpinf1,-0.6058407890326164,0.091715267046101,0.4531324091347835,1.037558365071594,0.3437748749096584,0.01
Tubgcp3,0.2136714561381142,0.2387498778557139,0.6918718254295613,0.6220568419289407,0.15997435448048936,0.01
Polr3d,-0.8044811326855872,0.0002498031785761,0.0078887639037655,3.602402039823861,2.102991041382427,0.0100851511171718
Tcf7,0.3327961624794213,0.1293757046743019,0.5355747017227647,0.8881472717085537,0.27117994540477885,0.0104076745463394
Ddx3x,0.0353937483162704,0.8287685453698286,0.967403035120866,0.08156674026238399,0.014392554394145893,0.0109031311150325
Slc5a5,-0.6674811351581689,0.5536197482998351,0.8876029323644004,0.2567884264547037,0.05178127166358228,0.010652534500623
Txnrd3,-0.119752507530814,0.6844829225934923,0.929870023078382,0.16463738276144588,0.03157775274155859,0.01
Fmr1,-0.0697420878602485,0.768878484309197,0.9516654342373332,0.11414229188127817,0.021515704559097272,0.0129786122065834
Pxmp4,0.3080874175876391,0.1441394556017108,0.560518079807713,0.8412171225542194,0.25141037444440917,0.01
Dlg3,-0.1941097176579186,0.6168327061507606,0.9101885134516824,0.20983260686983793,0.04086864957674514,0.0108908018078794
