Gene,Closeness Centrality
Mrps11,0.2142449421875395
Cdc45,0.21413963027131316
Ralb,0.21413153364282436
Ambra1,0.21410724743054776
Polr3a,0.2140991532506207
Tlr7,0.2140506010199342
Ticam2,0.2140506010199342
Ticam1,0.2140506010199342
Ifnb1,0.2140506010199342
Tlr9,0.2140506010199342
Rigi,0.2140506010199342
Tlr3,0.2140506010199342
Ctr9,0.21402633316146097
Irak3,0.21401015764597434
Zfp369,0.21399398457530394
Sumo1,0.21399398457530394
Zfp110,0.21399398457530394
Tnfrsf1a,0.21396164576619514
Arhgef12,0.21396164576619514
Mif,0.2139293167297027
Th,0.2138243147997213
Rad51,0.21377588712763926
Polr3b,0.2137678179815581
Grb7,0.21374361419781923
Mrpl43,0.21370328673579939
Mrpl21,0.21370328673579939
Mrpl17,0.21370328673579939
Mrpl47,0.21370328673579939
Nhp2,0.21360656288558139
Ddit3,0.21359850651676165
Acvrl1,0.2135823956021051
Mrpl46,0.21352602653491004
Mrpl34,0.21352602653491004
Mrps9,0.21352602653491004
Mrpl41,0.21352602653491004
Dap3,0.21352602653491004
Mrps35,0.21352602653491004
Mrpl36,0.21352602653491004
Mrpl30,0.21352602653491004
Mrpl33,0.21352602653491004
Mrpl32,0.21352602653491004
Mrpl16,0.21352602653491004
Mrps16,0.21352602653491004
Mrpl27,0.21352602653491004
Mrpl19,0.21352602653491004
Mrpl23,0.21350187747061067
Pcna,0.21350187747061067
Sell,0.21349382899632144
Csf3,0.21348578112882308
Aldh3a1,0.21346968721392456
Prkd1,0.21342946304071675
Furin,0.21334102319691928
Dlg1,0.21327674933288465
Cd34,0.21322054146249836
Cd9,0.21321251418512985
Card11,0.2131884359791236
Tnfaip3,0.2131884359791236
Rnf31,0.2131884359791236
Map3k14,0.2131884359791236
Cyld,0.2131884359791236
Nfkbib,0.2131884359791236
Nod2,0.2131884359791236
Aurkaip1,0.2131643632108333
Ybey,0.21310019573244351
Exosc10,0.21301202850210324
Pla2g4a,0.2130040169168579
Il17ra,0.21297998577659427
Mysm1,0.2129399459236509
Nf1,0.21286791211371617
Itga4,0.21278793168459212
Itgb3,0.21274796400396012
Supt6,0.21270002260142037
Sos2,0.21266807366824705
Ank3,0.21262815099626126
Ank2,0.21262815099626126
Rassf1,0.2126121861240162
Fosl2,0.2126121861240162
Fosl1,0.2126121861240162
Sgo1,0.21254037385669214
Fbxo43,0.21253239771026453
Il27ra,0.21251644721323198
Itgb5,0.21250847286249228
Mef2d,0.21250847286249228
Selplg,0.21249252595622914
Cd79a,0.21249252595622914
Gpx1,0.21236503681511246
Gpx7,0.21233318842926735
Klc4,0.2123093084080757
Dusp3,0.21228543375760622
Klrg1,0.21228543375760622
Ptpn5,0.21226952030679982
Dusp4,0.21226952030679982
Ptpn7,0.21226952030679982
Ptprr,0.21226952030679982
Elk4,0.21226952030679982
Dusp5,0.21226952030679982
Cdc25b,0.21226952030679982
Spag9,0.21226952030679982
Rps6ka5,0.21226952030679982
Dusp7,0.21226952030679982
Mef2a,0.21226952030679982
Dusp8,0.21226952030679982
Dusp10,0.21226952030679982
Elk1,0.21226952030679982
Dusp9,0.21226952030679982
Dusp16,0.21226952030679982
Dusp1,0.21226952030679982
Dusp2,0.21226952030679982
Fance,0.21226156447604733
Suclg1,0.21219793929279548
Nrp1,0.21211846143246635
Ube2d1,0.21199142061708476
Ube2v1,0.21199142061708476
Ube2d3,0.21199142061708476
Ube2d2a,0.21199142061708476
Gpx3,0.21196761740345157
Ltbp1,0.21196761740345157
Cd69,0.2118962398243506
Ppif,0.21188038466779224
Acvr1c,0.21183283343128556
Bambi,0.21183283343128556
Sele,0.21183283343128556
Selp,0.21183283343128556
Ddx18,0.21182491030017275
Itgb6,0.21179322370177334
Rpp38,0.2117615465818658
Itga1,0.21170613441685987
Msn,0.21169822076051956
Gcn1,0.2116744833408865
Tgfbr3,0.21156377906479207
Shoc2,0.2115005714525682
Lama1,0.21149267315652473
Plaur,0.2114295080185701
Col1a2,0.2114137226289913
Rps19,0.21139004896366012
Tgfa,0.21139004896366012
Rpl23a,0.21139004896366012
Rpl5,0.21138215892002907
Eif4g1,0.21137426946536106
Lamc2,0.21136638059959015
Itgb8,0.2113269451018851
Spn,0.21128752431672207
Pgf,0.21128752431672207
Eif2s1,0.21127964192447002
Dcn,0.21127964192447002
Eif2s2,0.21127964192447002
Epor,0.21125599827608993
Tbx21,0.21116147657663753
Shc2,0.21101985251454725
Shc3,0.21101985251454725
Shc4,0.21101985251454725
Casp1,0.2110119900810544
Sdc2,0.2110041282334359
Snca,0.21096482778116665
Gpx2,0.21095696944741932
Gpx8,0.21095696944741932
Gpx5,0.21095696944741932
Col4a1,0.21093339795841257
Psmg1,0.21090983173638533
Lamc1,0.21088627077957248
Lama2,0.21088627077957248
Lama5,0.21088627077957248
Lama4,0.21088627077957248
Rpl11,0.21087056639927837
Cd24a,0.21086271508620966
Col4a2,0.21085486435777276
Mcm3,0.21084701421390242
Mmp7,0.21079992562292188
Eif4a1,0.21079992562292188
Rps5,0.21079992562292188
Rps14,0.21079207956918966
Cs,0.21077638921379355
Lamb2,0.21075285805989205
Lamc3,0.21075285805989205
Lama3,0.21075285805989205
Lamb3,0.21075285805989205
Vcan,0.21072933215945747
Psmb4,0.21072149135977894
Snrpd1,0.2107136511435584
Itga6,0.2106744588120459
F11r,0.21064311544243916
Col6a6,0.21063528105721793
Bsg,0.21063528105721793
Col9a2,0.21063528105721793
Twist2,0.21063528105721793
Mmp2,0.21063528105721793
Stab2,0.21063528105721793
Col9a1,0.21063528105721793
Alcam,0.21063528105721793
Col4a5,0.21063528105721793
Has2,0.21063528105721793
Hbegf,0.21063528105721793
Col6a5,0.21063528105721793
Hyal2,0.21063528105721793
Lgals3,0.21063528105721793
Hyal6,0.21063528105721793
Col4a6,0.21063528105721793
Col6a4,0.21063528105721793
Col9a3,0.21063528105721793
Tnfaip6,0.21063528105721793
Hmmr,0.21063528105721793
Col4a4,0.21063528105721793
Lgals9,0.21063528105721793
Srgn,0.21063528105721793
Has3,0.21063528105721793
Slc7a11,0.21063528105721793
Col4a3,0.21063528105721793
Bud23,0.2105726269487049
Tufm,0.21056479780582313
Rps29,0.21053348705522004
Rpl35a,0.2105256608224757
Rpl21,0.2105256608224757
Rpl30,0.2105256608224757
Rpl18,0.2105256608224757
Rpl34,0.2105256608224757
Rpl15,0.2105256608224757
Rpl38,0.2105256608224757
Rpl19,0.2105256608224757
Rps18,0.2105256608224757
Rpl31,0.2105256608224757
Rpl32,0.2105256608224757
Prkcg,0.21051783517156414
Rsl1d1,0.21047871564222764
Pdcd11,0.2104630719010524
Grk4,0.2104552509024682
Nip7,0.2103848880636509
Tnfsf11,0.2103614442383708
Pole,0.21035363079097497
Utp3,0.21034581792398674
Rassf5,0.21032238280482116
Krr1,0.2102911441010515
Imp4,0.21026772116230114
Kdm6a,0.21023649869275443
Bms1,0.21019748364270566
Rrp9,0.21019748364270566
Wdr3,0.21010390657708844
Nop14,0.21008831849929216
Utp4,0.21008052532774757
Fbn1,0.21008052532774757
Efna5,0.21007273273435287
Mphosph10,0.21006494071904372
Postn,0.2100571492817558
Rras,0.2100571492817558
Traf3ip2,0.21004935842242486
Nsa2,0.2100415681409865
Nlrp3,0.21003377843737647
Wdr43,0.21002598931153046
Nat10,0.21001041279287347
Pwp2,0.21000262539993395
Wdr36,0.21000262539993395
Bysl,0.21000262539993395
Wdr31,0.2099948385845014
Imp3,0.2099948385845014
Eif5b,0.2099948385845014
Gm7073,0.2099948385845014
Brix1,0.2099948385845014
Nol6,0.20998705234651163
Nop58,0.20997926668590036
Nop56,0.20997926668590036
Ngdn,0.20996369709655652
Rcl1,0.20995591316769552
Cd3g,0.2099481298159562
Inhbe,0.2099481298159562
Inhba,0.2099481298159562
Inhbb,0.2099481298159562
Inhbc,0.2099481298159562
Axl,0.20994034704127443
Tbl3,0.20994034704127443
Utp14a,0.20993256484358597
Alk,0.20993256484358597
Rpl26,0.20991700217893247
Rpl3l,0.20991700217893247
Rpl7,0.20991700217893247
Rpl18a,0.20991700217893247
Rpl7l1,0.20991700217893247
Wdr46,0.20991700217893247
Rpl3,0.20991700217893247
Utp18,0.20987032802614114
Pvalb,0.20987032802614114
Heatr1,0.2098392234534595
Bmpr1a,0.2098392234534595
Noc4l,0.2098392234534595
Bag1,0.20983144875084916
Utp14b,0.20982367462433474
Taf10,0.20982367462433474
Taf12,0.20982367462433474
Fbl,0.20982367462433474
Edaradd,0.20980812809933758
Tirap,0.20980035570072678
Il1r1,0.20980035570072678
Snw1,0.20979258387795588
Itga8,0.20978481263096083
Gm20431,0.2097770419596777
Irf5,0.2097770419596777
Peli1,0.2097770419596777
Zranb1,0.2097770419596777
Eda2r,0.2097770419596777
Usp4,0.2097770419596777
Peli3,0.2097770419596777
Tlr6,0.2097770419596777
Otub2,0.2097770419596777
Tlr1,0.2097770419596777
Nlrx1,0.2097770419596777
Sarm1,0.2097770419596777
Tnfrsf13c,0.2097770419596777
Diablo,0.2097770419596777
Tifa,0.2097770419596777
Itch,0.2097770419596777
Otub1,0.2097770419596777
Nod1,0.2097770419596777
Tnfrsf11a,0.2097770419596777
Wdfy3,0.2097770419596777
Rsad2,0.2097770419596777
Tax1bp1,0.2097770419596777
Peli2,0.2097770419596777
Rpl4,0.20976927186404248
Rpl14,0.20976927186404248
Rpl27,0.20976927186404248
Rpl24,0.20976927186404248
Rpl37a,0.20976927186404248
Rpl28,0.20976927186404248
Rpl29,0.20976927186404248
Rpl6,0.20976927186404248
Rasa1,0.20971489730736598
Fmod,0.20971489730736598
Fmr1,0.20970713181461229
Sdc4,0.20969936689693114
Tsr1,0.2096916025542587
Aatf,0.2096605509323789
Utp11,0.2096527894637922
Gtf2h4,0.20963726825043194
Ltv1,0.20962950850553075
Nol10,0.2096217493350638
Mrps7,0.2096217493350638
Actr2,0.2095984752696306
Wdr75,0.2095674512205972
Lrrc32,0.20952868407212322
Lefty2,0.20952868407212322
Lefty1,0.20952868407212322
Ltbp3,0.20952868407212322
Pa2g4,0.20951318122841991
Aspn,0.20951318122841991
Nrros,0.20951318122841991
A2m,0.20951318122841991
Ltbp4,0.20951318122841991
Ltbp2,0.20951318122841991
Rpl27a,0.2094589393366898
Rpl7a,0.2094589393366898
Rpl37,0.2094589393366898
Ccna2,0.20945119278765556
Rrp7a,0.20942795657811622
Pip4k2a,0.20942795657811622
Epha2,0.20942021232057903
Ralgds,0.20938149962235356
H3f3b,0.2093041171478091
Comp,0.20925771511178756
Dimt1,0.20924998343932824
Dcaf13,0.20921906246205693
Mrpl1,0.20920360540007457
Ppp1r26,0.20920360540007457
Rps27l,0.20919587772552523
Rpl35rt,0.20916497273546383
Arl6ip1,0.20916497273546383
Eef2,0.20916497273546383
Rps18-ps6,0.20916497273546383
Npsr1,0.20916497273546383
Mrnip,0.20916497273546383
Tex48,0.20916497273546383
Gm45713,0.20916497273546383
Rpl17,0.20916497273546383
Gm6133,0.20916497273546383
Gm5244,0.20916497273546383
Rpl9,0.20916497273546383
Rpl35,0.20916497273546383
Rpl36,0.20916497273546383
Rpl9-ps6,0.20916497273546383
Gm49804,0.20916497273546383
Rpl10a,0.20916497273546383
Rpl13a,0.20916497273546383
Rpl27rt,0.20916497273546383
Rsad1,0.20916497273546383
Rplp0,0.20916497273546383
Tektl1,0.20916497273546383
Rplp1,0.20916497273546383
Dhx9,0.20914179998468993
Rpl22l1,0.2090645945507556
Rps27,0.2090645945507556
Rpl22,0.2090645945507556
Rpl8,0.2090645945507556
Eif5a2,0.2090645945507556
Eif5a,0.2090645945507556
Cul7,0.2090645945507556
Utp6,0.20905687714231888
Gtf2f1,0.20902601320533767
Ifi35,0.2090182986449684
Rplp2,0.2090182986449684
Rplp2-ps1,0.2090182986449684
Fcf1,0.20897202323845684
Utp15,0.20897202323845684
Riok2,0.20896431266273408
Cdc6,0.20896431266273408
Dnttip2,0.20887953386882377
Paf1,0.20886412693289394
Fbll1,0.20881791975905825
Noc3l,0.20879482383812928
Pth1r,0.20879482383812928
Adam15,0.20877942939561375
Eif2s3x,0.20874095321902691
Eif2s3y,0.20874095321902691
Serbp1,0.20871018248702483
Rpl10-ps3,0.20871018248702483
Svs3a,0.20871018248702483
Edf1,0.20871018248702483
Gm6525,0.20871018248702483
Eef1b2,0.20871018248702483
Rpl36al,0.20871018248702483
Rpl39,0.20871018248702483
Habp4,0.20871018248702483
Svs3b,0.20871018248702483
Aknad1,0.20871018248702483
Gm20379,0.20871018248702483
Tpt1,0.20871018248702483
Hmgn1,0.20871018248702483
Hmgn2-ps,0.20871018248702483
Rpl12,0.20871018248702483
Pelo,0.20871018248702483
Btf3,0.20871018248702483
Ppia,0.20871018248702483
Hmgn2,0.20871018248702483
Rpl36a,0.20871018248702483
Rsrc1,0.20871018248702483
Dock4,0.20871018248702483
Rpl10l,0.20871018248702483
Rpl10,0.20871018248702483
Ccdc124,0.20871018248702483
Hbs1l,0.20871018248702483
Rpl39l,0.20871018248702483
Rpl41,0.20871018248702483
Eef1g,0.20871018248702483
Eif1,0.2086794208255801
Denr,0.20867173182702353
Abce1,0.20865635552963743
Eif5,0.20865635552963743
Eif3h,0.20865635552963743
Selenop,0.20864866823068265
Eefsec,0.20864866823068265
Prnp,0.2086102402307875
Mras,0.20859487299393809
Gfap,0.20859487299393809
Rras2,0.20859487299393809
Sin3b,0.20857950802097153
Nmrk2,0.20853342668036745
Ago2,0.2085103936447634
Ddx5,0.2084643428345205
Pih1d2,0.2084643428345205
Taf6,0.20835697000792533
Taf5,0.20835697000792533
Mrpl58,0.20833397593383676
Mrpl20,0.20833397593383676
Mrpl9,0.20831864937046343
Mrpl12,0.20831864937046343
Mrps18a,0.20831864937046343
Mrrf,0.20831098693439581
Krt8,0.20831098693439581
Krt18,0.20831098693439581
Mrps6,0.20831098693439581
Gm49711,0.20831098693439581
Ears2,0.20831098693439581
Zeb2,0.20828800300792272
Numbl,0.20828800300792272
Cldn1,0.20828800300792272
Synb,0.20828800300792272
Numb,0.20828800300792272
Syna,0.20828800300792272
Klk7,0.20828800300792272
Cbll1,0.20828800300792272
Tsfm,0.20828034282613433
Mtif2,0.20828034282613433
Sec61a1,0.20828034282613433
Efl1,0.20828034282613433
Gfm1,0.20828034282613433
Sec61a2,0.20828034282613433
Mrps18c,0.20822673732573788
Rec8,0.208203771985788
Sp3,0.20817315941133685
Tbpl1,0.20817315941133685
Usf2,0.20817315941133685
Pou2f1,0.20817315941133685
Tbpl2,0.20817315941133685
Usf1,0.20817315941133685
G6pc2,0.2081272574247701
Ywhab,0.20804315633625078
Ifrd1,0.2080202314705388
Mrpl44,0.20801259097132957
Hibch,0.20800495103336464
Arhgef18,0.20796675976004037
Kat2a,0.20796675976004037
Rin1,0.20792858250855156
Lrrc47,0.2078827883047175
Prkce,0.20786752805231853
Ndufab1,0.20786752805231853
Eif2d,0.20784464187409787
Ighmbp2,0.20782938722148328
Rasgrp1,0.20782938722148328
Plce1,0.20782938722148328
G3bp2,0.20782938722148328
Metap2,0.20782176073485079
Otud3,0.20782176073485079
Pdcd5,0.20782176073485079
Guf1,0.20782176073485079
Metap1,0.20782176073485079
Hspbp1,0.20782176073485079
Hddc3,0.20782176073485079
Vezt,0.20782176073485079
Pdf,0.20782176073485079
Sil1,0.20782176073485079
Mcts2,0.20782176073485079
E2f4,0.2077379063086134
Serpinb9b,0.20766934845753435
Ccr5,0.2076084461228571
Rhoc,0.2076084461228571
Ocrl,0.207600835842574
Grk6,0.20753997368020446
Strn4,0.20748674855414614
Strn3,0.20748674855414614
Ppp2r2c,0.20748674855414614
Mapk8ip1,0.20744114874127026
Hsf1,0.20744114874127026
Ksr1,0.20744114874127026
Pole3,0.20738038015985275
Ptgs2,0.2073727865904584
Eif4e,0.2072892940150587
Mcm4,0.20722103189847857
Mcm5,0.20722103189847857
Ppp2r1b,0.20713008564791965
Cdk2,0.20712251039700907
Ifnar1,0.20707707052489738
Insr,0.20698625056779427
Mgll,0.2069030688946887
Smg5,0.2069030688946887
Mcm7,0.2068501699034084
Pole4,0.20683506087379638
Cd247,0.20681995405125148
Kl,0.20662376598144475
Sptbn1,0.20662376598144475
Nphs1,0.20658608017018382
Sod1,0.20654840810333777
Chrna7,0.20654087533863671
Ace,0.2065333431233514
Ccnb2,0.20651828034078762
Ebna1bp2,0.20643547429413933
Mrc1,0.20641290235030868
Ranbp3,0.20640537946590198
Blvrb,0.20636777326769737
Igf2,0.20625503684847474
Rnd1,0.20624001463166128
Pgm1,0.2061649363591343
Rpf2,0.20615743153818278
Eif6,0.20612741771739468
Csf2,0.20611241408397638
Pak2,0.20611241408397638
Clock,0.20605991856299732
Taf9,0.20600744977576002
Gnai1,0.20598497133139662
Grwd1,0.20596249779195616
Apob,0.20586516909434457
Tmprss2,0.205835240306223
Phb1,0.20579036343697016
Nkx2-1,0.2057455061318542
Tcp1,0.20564838235903332
Rac3,0.2056035869226872
Eif3j1,0.2056035869226872
D1Pas1,0.2055961229138684
Akr1b7,0.20558119652190426
Siglecg,0.20551405456999744
Ftcd,0.20548422777785347
Tada1,0.20547677243253099
Acvr1b,0.20546931762817613
Taf4,0.2053352235881737
Nudc,0.2053352235881737
Ak6,0.20531289159604912
Taf9b,0.20531289159604912
Grap2,0.20526824218142148
Sort1,0.2051938696299065
Il3,0.2051715683724747
Pola1,0.2051567035604209
Eloa,0.20485244888177018
Ipo5,0.20484503930934347
Ccna1,0.2048376302729101
Fgf1,0.2048005931286088
Supt3,0.2047413615482238
Tada3,0.2047413615482238
Lrp1,0.20472655900608824
Gna13,0.20471915853764527
Noc2l,0.2046673702354602
Il2,0.20465997404544012
Brd8,0.20464518326896794
Clgn,0.20464518326896794
Notch3,0.2045934323826964
Gtpbp4,0.20456387219741443
Exo1,0.20454170766344335
Fen1,0.2045343205527617
Pold1,0.2045343205527617
Pax3,0.20449000909136733
Csf1,0.2044752428705426
Pdgfc,0.20444571682558096
Tph2,0.2043424427849691
Plxna3,0.2042982144145384
Dhx29,0.2042834758787079
Naip2,0.2042834758787079
Kdm5c,0.2042834758787079
Nlrc4,0.2042834758787079
Nlrp6,0.2042834758787079
Dhx33,0.2042834758787079
Naip5,0.2042834758787079
Gsdmd,0.2042834758787079
Naip6,0.2042834758787079
Aim2,0.2042834758787079
Pes1,0.2042761074082174
Gnl2,0.2042761074082174
Slc4a1,0.2042761074082174
Nifk,0.2042761074082174
Wdr5,0.2042466388410783
Tbkbp1,0.20423927302771172
Erc1,0.20423927302771172
Trim40,0.20423927302771172
Azi2,0.20423927302771172
Sharpin,0.20423927302771172
Eif2ak1,0.20423927302771172
Rbck1,0.20423927302771172
Rel,0.20423927302771172
Nfkbie,0.20423927302771172
Relb,0.20423927302771172
Eif2ak3,0.20423927302771172
N4bp1,0.20423927302771172
Nfkb2,0.20423927302771172
Ccnh,0.20422454299467813
Hnrnpd,0.2042171787748961
Wdr77,0.2042171787748961
Prmt5,0.2042171787748961
Sh2b2,0.20420981508619404
Rpf1,0.20420245192851444
Dhx15,0.2040994234462094
Ywhah,0.20408471357785293
Ywhae,0.20408471357785293
Ywhag,0.20408471357785293
Ywhaq,0.20408471357785293
Senp3,0.20404059669208166
Fgf21,0.2039818038389792
Grk5,0.20388633768173017
Ppan,0.2038789978322924
Mcm6,0.2038276336795184
Lat,0.20382029805605048
Tada2a,0.20381296296057216
Sgf29,0.20381296296057216
Dab1,0.20381296296057216
Lsg1,0.20378362785741497
Nop53,0.2037543011975326
Fgf23,0.2037323117413274
Top2a,0.2037323117413274
Cst3,0.2037323117413274
Cd33,0.2037323117413274
B2m,0.20370299984840726
Ube2m,0.20367369638874414
Nae1,0.203644401358699
Map3k11,0.203644401358699
Sgta,0.20361511475463503
Uba1,0.20359315532895061
Prkci,0.203578518343054
Bard1,0.20355656680991369
Cx3cr1,0.20352730546199305
Cox10,0.20349074060527536
Stip1,0.20349074060527536
Ampd3,0.20338842886641834
Gtf2h3,0.20335191388816584
Il16,0.2032570362769773
Apba1,0.20317682434474488
Syn1,0.20317682434474488
Csf1r,0.20316953549005987
Il7,0.20315495934947875
Syp,0.20315495934947875
Mapt,0.20313309905973526
Pak4,0.20311852814666878
Pak5,0.20311852814666878
Pak6,0.20311852814666878
Pak3,0.20311852814666878
Prkcd,0.20311852814666878
Jak1,0.2030529848978315
Ppp1cc,0.20299475973280115
Mxd1,0.20298020865866526
Lamtor3,0.202972933903857
Nedd4,0.20294384009838096
Jak3,0.20292202521714928
Lamtor2,0.20284207742784452
Il13,0.20281302112109362
Trem2,0.20281302112109362
Aco1,0.2027621926098392
Nid1,0.2027549334736295
Hip1r,0.2027404167604145
Dnmt3a,0.2027331591832976
Insrr,0.2026896246299495
Grb10,0.2026896246299495
Gnaz,0.2026896246299495
Igfbp1,0.2026896246299495
Igf2r,0.2026896246299495
Wdr12,0.20267511726677231
Birc5,0.20265336011541613
Ccnb1,0.20265336011541613
Psen2,0.20261710857520013
Cct2,0.20256637820249726
Cct4,0.20256637820249726
Tomm40,0.20252291524050275
Lcp2,0.20250843173086672
Hspd1,0.20249395029267087
Plg,0.20247947092547083
Wdr74,0.20246499362882237
Rrm2,0.20243604524540387
Hspa1a,0.20240710513886415
Hspb8,0.20240710513886415
H4c11,0.2023420201431069
Rorc,0.2022914274105379
Wrn,0.2022842019425445
Sh3gl1,0.20227697699069286
Ftsj3,0.20221919595034704
Cct5,0.20215423172534067
Cct7,0.20208209819038067
Myl10,0.20208209819038067
Bop1,0.2020676776603068
Mrpl10,0.20203163533766477
Rrp15,0.20203163533766477
Cse1l,0.20195238746872368
Hp,0.20194518619973678
Fancm,0.2018875945310644
Tardbp,0.20187320174611176
Cd244a,0.20187320174611176
Serpine1,0.20184442233179198
Apoa1,0.20183722876030574
Anxa2,0.20183722876030574
Clu,0.20183003570154737
Apoa2,0.201822843155462
Apoe,0.201822843155462
Apoa4,0.201822843155462
Apoa5,0.201822843155462
Plxnb3,0.2018084596010911
Runx1,0.20180126859269593
Psmd10,0.20177250968310598
Mak16,0.20175094587957035
Ap4m1,0.20172220131025534
Gm20509,0.20171501644769266
Rsl24d1,0.20171501644769266
Ell2,0.20163601672608034
Itgal,0.2016288380014746
Il5,0.201585776385898
Tubb5,0.2015714266011325
Dkc1,0.20154273315962346
Tyr,0.2015212184387937
Tat,0.20143520546987087
Akr1b8,0.20139938839919697
Akr1b10,0.20139938839919697
Akr1b1,0.20139938839919697
Glb1,0.20137074391215398
Pard6a,0.20135642472393583
Ncbp2,0.20124909568904512
Cbx5,0.20123479379545245
Gsr,0.20122049393446148
Lig1,0.20121334476605623
Rb1,0.20121334476605623
Scin,0.20121334476605623
Mpl,0.2011990479531554
Klc1,0.2011418810124101
Nr1h4,0.20112045178399157
Palb2,0.2011061681682262
Cbx3,0.20105619148627588
Apoh,0.20104905398790937
Upk3bl,0.20103478051135634
Itk,0.20100623963745942
Top3a,0.20098483929964578
Rbbp4,0.20087078108056391
Sstr3,0.20087078108056391
Sf3a1,0.20084940957496966
Ercc3,0.2008066802037166
Cxcr1,0.2007853223351563
Ppp2r5e,0.2007782040552139
Ppp2r5a,0.2007782040552139
Ppp2r5b,0.2007782040552139
Ppp2r5c,0.2007782040552139
Bin1,0.20072127598034445
Gck,0.20069282404711078
Hk1,0.20069282404711078
Hk3,0.20069282404711078
G6pc1,0.20069282404711078
Hkdc1,0.20069282404711078
G6pc3,0.20069282404711078
Timmdc1,0.20067149038995885
Il17a,0.20066438017876975
Prkab2,0.20063594437189283
Prkab1,0.20063594437189283
Prkag1,0.20063594437189283
Prkag2,0.20063594437189283
Prkag3,0.20063594437189283
Ccnc,0.200571993263402
Mcm2,0.20055068528578984
Kat14,0.20047969137970967
Zzz3,0.20047969137970967
Supt20,0.20047969137970967
Maml3,0.20047969137970967
Yeats2,0.20047969137970967
Mbip,0.20047969137970967
Taf6l,0.20047969137970967
Tada2b,0.20047969137970967
Maml1,0.20047969137970967
Dr1,0.20047969137970967
Rbpjl,0.20047969137970967
Supt7l,0.20047969137970967
Usp22,0.20047969137970967
Eny2,0.20047969137970967
Atxn7,0.20047969137970967
Maml2,0.20047969137970967
Atxn7l3,0.20047969137970967
Taf5l,0.20047969137970967
Oxa1l,0.20047259475346615
Rnf168,0.20044421327194092
Cxcl10,0.20043002554450093
Cxcl9,0.2003449413395153
Banf1,0.20033785424972297
Ddb1,0.2003165959884486
Pkp3,0.20024576768918106
Fancl,0.20019621767419912
Bub1b,0.20018914110234778
Bace1,0.20016083981711383
Psenen,0.20016083981711383
Aph1a,0.20016083981711383
Cxcr3,0.20006184830385118
Ide,0.20005478122806947
Apbb1,0.20005478122806947
Bche,0.2000406485742439
F11,0.2000406485742439
Spon1,0.2000406485742439
Vldlr,0.2000406485742439
Mmel1,0.2000406485742439
Cntn4,0.2000406485742439
Aplp2,0.2000406485742439
Cntn5,0.2000406485742439
Klk6,0.2000406485742439
Fpr3,0.2000406485742439
Cntn2,0.2000406485742439
Bace2,0.2000406485742439
Sorl1,0.2000406485742439
Ttr,0.2000406485742439
Tnfrsf21,0.2000406485742439
Pitrm1,0.2000406485742439
Disc1,0.2000406485742439
Lcn2,0.2000406485742439
Itm2b,0.2000406485742439
Ache,0.2000406485742439
Fpr2,0.2000406485742439
Apbb2,0.2000406485742439
Apba2,0.2000406485742439
Apbb3,0.2000406485742439
Iapp,0.2000406485742439
Mxi1,0.2000335829960942
Ppme1,0.19999120000654774
Ppp2r2a,0.19999120000654774
Ppp4c,0.19999120000654774
Ppp2r2b,0.19999120000654774
Ppp2r2d,0.19999120000654774
Stk3,0.19997001524612193
Tet2,0.19996295465664216
Pf4,0.1998923761748348
Stat2,0.19987121234464159
Ppp3r1,0.19985710561405298
Ppp2r3d,0.19985710561405298
Ppp4r3a,0.19985710561405298
Ppp3cc,0.19985710561405298
Ppp3r2,0.19985710561405298
Ppp1r17,0.19985710561405298
Ppp4r2,0.19985710561405298
Ppp3ca,0.19985710561405298
Ppp2r3a,0.19985710561405298
Ppp3cb,0.19985710561405298
Ppp4r3b,0.19985710561405298
Strn,0.19985710561405298
Rrp8,0.19984300087460455
Mrpl45,0.1998359492514262
Mrpl35,0.1998218474978978
Mrpl18,0.1998218474978978
Mrpl42,0.1998218474978978
Gadd45gip1,0.1998218474978978
Mrpl48,0.1998218474978978
Mrps18b,0.1998218474978978
Mrpl55,0.1998218474978978
Mrpl37,0.1998218474978978
Mrpl50,0.1998218474978978
Mrpl52,0.1998218474978978
Mrpl54,0.1998218474978978
Mrps25,0.1998218474978978
Mrpl28,0.1998218474978978
Mrpl14,0.1998218474978978
Mrps34,0.1998218474978978
Mrps31,0.1998218474978978
Mrps30,0.1998218474978978
Mrpl15,0.1998218474978978
Mrpl39,0.1998218474978978
Mrps28,0.19981479736744237
Suz12,0.19980069859888583
Ess2,0.19978660181978405
Tkt,0.19973023458950517
Gpi1,0.19973023458950517
G6pd2,0.19973023458950517
Aldoa,0.19973023458950517
H6pd,0.19973023458950517
Taldo1,0.19973023458950517
Xpa,0.19970206290015227
Tipin,0.19966685946218513
Gins4,0.19966685946218513
Mat1a,0.19964574335620328
Mat2a,0.19964574335620328
Mrpl38,0.19964574335620328
Mrps23,0.19964574335620328
Mrpl57,0.19964574335620328
Mat2b,0.19964574335620328
Chchd1,0.19964574335620328
Mrpl51,0.19964574335620328
Mrpl53,0.19964574335620328
Mrps26,0.19963166843333988
Mrps24,0.19963166843333988
Mrps33,0.19963166843333988
Mrps22,0.19963166843333988
Malsu1,0.19958242182779173
Sec61g,0.1995683558314687
Ptma,0.1995683558314687
Nmd3,0.1995683558314687
Srp72,0.1995683558314687
Zfp593,0.1995683558314687
Srp9,0.1995683558314687
Nacad,0.1995683558314687
Srp68,0.1995683558314687
Srp19,0.1995683558314687
