Gene,Closeness Centrality
Cebpb,0.22287004847449604
Gnai2,0.2227648507959493
Bax,0.22265099865487573
Rasgrf1,0.2225372628309725
Crkl,0.222379974154216
Fau,0.2223712424134372
Ppara,0.22234505130483367
Map2k6,0.2223363223062743
Tinf2,0.22230141316475974
Isg15,0.22229268759215837
Arhgdig,0.222240348537669
Prkaa1,0.22223162775802144
Prkaa2,0.22223162775802144
Ryr2,0.22222290766275923
Med29,0.22221418825180173
Fgf6,0.22218803412395224
Med25,0.22217931744940833
Map3k1,0.22205735577891386
Pfkfb1,0.22201383048278722
Tnni3,0.2219703222460382
Polr2f,0.22196162264493116
Cdt1,0.22191813486619982
H3c8,0.22188335691057118
Spi1,0.2218312104107097
Stat6,0.2218225217102902
Gnao1,0.221805146351209
Ctsb,0.22179645969238734
Tbp,0.22172699090852002
Ppp1r1a,0.22168359501254234
Rps28,0.221648890524262
Rps8,0.221648890524262
Rps24,0.221648890524262
Rps3a1,0.221648890524262
Prkca,0.22158818380880424
Lpl,0.2215015175917326
Bbc3,0.22147553094464117
Nqo1,0.2214235759387504
Uhrf1,0.22140626301987643
Qars1,0.2213976075756614
Rps21,0.22135434050363176
Rps26,0.22135434050363176
Irak4,0.22135434050363176
Rps15,0.22135434050363176
Rps25,0.22135434050363176
Arhgdib,0.22129379500568222
Adam10,0.22119871896986365
Atp5po,0.2211555295917455
Eif2ak4,0.22110372459535485
Rps2,0.2210519438635995
Rps23,0.2210519438635995
Rps7,0.2210174368476982
Rps13,0.2210174368476982
Myod1,0.22100881177699197
Hck,0.22089674708578746
Tollip,0.22087090214053345
Rps16,0.220853675536615
Rps20,0.2207245616098456
Rps10,0.22071595938210448
Rpsa,0.22071595938210448
Cd40,0.22053546735924529
Cox5a,0.22053546735924529
Klf6,0.22052687986392347
Cav2,0.22051829303735765
Itgb2,0.22050970687946964
Rps12,0.22050970687946964
Prkg2,0.22041530325311043
Itgae,0.22041530325311043
Prkg1,0.22041530325311043
Rps15a,0.2202695656250406
Rps4x,0.2202096120143642
Fabp4,0.22020104987695552
Il10,0.22017536745919522
Itgam,0.2201325767398227
Card9,0.22008124982650368
Ccnd2,0.22007269766788756
Kpnb1,0.22006414617390396
Grin2d,0.2199872126237344
Cd19,0.2199017939654197
Rab8a,0.2199017939654197
Fgf9,0.21989325574783222
Eif3i,0.2198335067846215
Trim28,0.2198164416156427
Tradd,0.2198079100246621
Arid1a,0.21974820742609882
Cwc15,0.2196885372506854
Zbtb17,0.21964593553309877
Ranbp2,0.21963741717220936
Smarcc1,0.21954375879149554
Tgfbr2,0.21952673857606866
Bgn,0.21950121320047358
Atp5f1d,0.21938217322430442
Zap70,0.2193396902318133
Epcam,0.2193396902318133
Prkar2b,0.21933119560766118
Prkar1a,0.21933119560766118
Plin1,0.21933119560766118
Prkar1b,0.21933119560766118
Prkar2a,0.21933119560766118
Pde4d,0.21932270164144602
S100a8,0.21932270164144602
Pde4c,0.21932270164144602
Pde4a,0.21932270164144602
Pde2a,0.21932270164144602
Pde10a,0.21932270164144602
Gna12,0.21932270164144602
Pde4b,0.21932270164144602
Vim,0.21932270164144602
Pde3a,0.21932270164144602
Eng,0.2193142083330914
Brca2,0.2192887323544265
Kmt2a,0.2192208253381365
Ubc,0.21916992266971436
Ubb,0.21916992266971436
Tep1,0.21916144118979214
Lamb1,0.2190004177024524
Rxra,0.2190004177024524
Eif3l,0.21889038000175545
Eif3d,0.21889038000175545
Eif3a,0.21889038000175545
Eif3m,0.21889038000175545
Eif3k,0.21889038000175545
Eif3c,0.21889038000175545
Eif3f,0.21889038000175545
Eif3e,0.21889038000175545
Eif3b,0.21889038000175545
Map3k3,0.2188396306574991
Hspa1l,0.2186875237203313
Nr1h3,0.218670636000827
Polr2c,0.21862842811092567
Eef1a1,0.21859467352884895
Fgr,0.21856936443153174
Rapgef4,0.21856936443153174
Cacna1c,0.21856936443153174
Gabarapl2,0.2185440611941583
Gabarapl1,0.2185440611941583
Atg13,0.2185440611941583
Kat5,0.21849347229110413
Polr2b,0.21846818662135628
Fgf8,0.21845133275932185
Actl6a,0.21840078677202648
Rxrg,0.2183081798544992
Rxrb,0.2183081798544992
Mapkapk5,0.21821565143857816
Phb2,0.2181904300271775
Gnas,0.21817361899165646
Psmd2,0.21811480076200343
Kcnj3,0.2180812045818252
Adcy8,0.2180812045818252
Adcy5,0.2180812045818252
Kcnj6,0.2180812045818252
Adcy6,0.2180812045818252
Irs4,0.2180812045818252
Kcnj9,0.2180812045818252
Ptger4,0.2180812045818252
Irs3,0.2180812045818252
Kcnj5,0.2180812045818252
Adrb1,0.21805601423784918
Hspa8,0.21797208843758828
Srebf1,0.21793853620354878
Syk,0.21793853620354878
Ccl12,0.2179049942972458
Ecsit,0.2178547007918687
Bcas2,0.2178547007918687
Egr1,0.21779605437008878
Smarcc2,0.2177793040486606
Smarca2,0.2177793040486606
Actl6b,0.2177793040486606
Gpx6,0.2177793040486606
Smarcd1,0.2177793040486606
Dpf3,0.2177793040486606
Smarce1,0.2177793040486606
Smarcd2,0.2177793040486606
Dpf1,0.2177793040486606
Smarcd3,0.2177793040486606
Arid1b,0.2177793040486606
Il1a,0.21775418339685554
Scarb1,0.21756178409532553
Sos1,0.2174615367578781
Traf3,0.21743648935673113
Nr0b2,0.21741144772488075
Irf7,0.21731133885059742
Tank,0.21731133885059742
Cd36,0.21730300060568716
Mmp14,0.2172696540238402
Ddx17,0.21724465080307717
Mrpl49,0.21723631767492976
Ercc1,0.21717800367317633
Vav2,0.2171280451552896
Lpin1,0.2171113974232478
Hdac3,0.217094752243854
Dyrk2,0.2170781096165211
Irak1,0.2170781096165211
Irak2,0.21705315045935222
Ripk2,0.21705315045935222
Fgfr4,0.21705315045935222
Sufu,0.21703651420960446
Gli2,0.21703651420960446
Gli3,0.21703651420960446
Cxcl12,0.21699493474023598
Fgf7,0.2169783074129504
Fgf17,0.2169783074129504
Fgf20,0.2169783074129504
Fgf18,0.2169783074129504
Fgf22,0.2169783074129504
Fgf16,0.2169783074129504
Acta2,0.21695337119925753
Tgfb3,0.21694506040166323
Eprs1,0.21694506040166323
Wasf1,0.2168619874319517
Pycard,0.2168453804719309
Ttc5,0.21679557484919107
Fgf3,0.21677068061645177
Fgf5,0.21677068061645177
Ppargc1b,0.2167043239376069
Wnt10b,0.2166960322091226
Ctcf,0.21668774111514458
Icam1,0.21668774111514458
Cryab,0.2166380078718315
Thbs1,0.2166380078718315
Max,0.21662143519681068
Traf2,0.21658001460038315
Ncstn,0.21656345079673506
Sst,0.21655516984496095
Kdm5a,0.2165468895264566
Ppp5c,0.21648066976741787
Cebpd,0.21647239514507371
Aco2,0.21647239514507371
Ebf1,0.21646412115527344
Ube2n,0.21641449049583167
Itgb2l,0.21638968369958042
Cxcr5,0.21638968369958042
Icam2,0.21634008716423786
Zfp638,0.2163318232852828
Per2,0.2163318232852828
Zfp467,0.2163318232852828
Prdm16,0.2163318232852828
Scd1,0.2163318232852828
Ucp1,0.2163318232852828
Esrra,0.2163318232852828
Cpt1a,0.2163318232852828
Retn,0.2163318232852828
Ebf2,0.2163318232852828
Cftr,0.21626573497481263
Vcam1,0.2162492192059803
Eftud2,0.2162327059595059
Crnkl1,0.21622445028197232
Csnk1g3,0.21618318134845282
Csnk1g1,0.21618318134845282
Sqstm1,0.21615017754228538
Ccl5,0.21613367941783074
Paxip1,0.21610069072329602
Cacna1s,0.21601826302725022
Atp1b1,0.2160100237159745
Kcnmb1,0.2159688365856469
Kcnmb3,0.2159688365856469
Kcnmb4,0.2159688365856469
Kcnu1,0.2159688365856469
Kcnmb2,0.2159688365856469
Gys2,0.21596060104428838
H3c7,0.21595236613099786
Ripk1,0.21591943275707876
Mrto4,0.2158453693797324
Kpna1,0.2157960220159053
Rpl23,0.21577957790845914
Scn5a,0.21574669721087308
Sdhd,0.21572204326307162
Efna2,0.21572204326307162
Grin2c,0.21571382653254434
Grin3a,0.21569739494917042
Grin3b,0.21569739494917042
Gria1,0.21569739494917042
Gria4,0.21569739494917042
Grin2a,0.21569739494917042
Ppp2r5d,0.2156481152153461
Vasp,0.21560706596815088
Adcy3,0.21559065064469218
Irf4,0.21554141966833182
Fxyd2,0.21554141966833182
Fxyd1,0.21554141966833182
Il1rap,0.21552501433898155
Pbx1,0.21552501433898155
Ndufa11,0.21551681261075495
Slc8a3,0.2155086115067323
Trpv1,0.2155086115067323
Creb3l2,0.2155086115067323
Kcnq1,0.2155086115067323
Atp2b4,0.2155086115067323
Atp1b2,0.2155086115067323
Atf1,0.2155086115067323
Creb3,0.2155086115067323
Ttf2,0.2155086115067323
Adcy7,0.2155086115067323
Sik2,0.2155086115067323
Gria3,0.2155086115067323
Pdx1,0.2155086115067323
Scn1b,0.2155086115067323
Akap1,0.2155086115067323
Adcy10,0.2155086115067323
Mylk,0.2155086115067323
Abca1,0.2155086115067323
Aqp2,0.2155086115067323
Scn7a,0.2155086115067323
Itpr3,0.2155086115067323
Ppp1r1b,0.2155086115067323
Atp1a2,0.2155086115067323
Atp2b1,0.2155086115067323
Adcy2,0.2155086115067323
Gria2,0.2155086115067323
Orai1,0.2155086115067323
Star,0.2155086115067323
Adcy4,0.2155086115067323
Kcne1,0.2155086115067323
Abcc8,0.2155086115067323
Pln,0.2155086115067323
Nfatc1,0.2155086115067323
Rab13,0.2155086115067323
Ttf1,0.2155086115067323
Atp1a1,0.2155086115067323
Scn4b,0.2155086115067323
Atp1b4,0.2155086115067323
Creb5,0.2155086115067323
Cacna1f,0.2155086115067323
Itpr2,0.2155086115067323
Atp1b3,0.2155086115067323
Adcy1,0.2155086115067323
Mylk3,0.2155086115067323
Atp2b3,0.2155086115067323
Kcnk2,0.2155086115067323
Adcy9,0.2155086115067323
Creb3l3,0.2155086115067323
Slc8a1,0.2155086115067323
Akap5,0.2155086115067323
Scn1a,0.2155086115067323
Atp1a4,0.2155086115067323
Mylk2,0.2155086115067323
Akap10,0.2155086115067323
Slc8a2,0.2155086115067323
Pkia,0.2155086115067323
Creb3l1,0.2155086115067323
Cacna1d,0.2155086115067323
Atp1a3,0.2155086115067323
Akap12,0.2155086115067323
Trpv5,0.2155086115067323
Il1rl1,0.21550041102684242
Drd2,0.215492211171014
Mrps12,0.21545941798689058
Mapkapk3,0.21543482964795416
Bid,0.21542663478205404
Ank1,0.2153938615519499
Snu13,0.2153938615519499
Col6a1,0.2153610982920264
Itgax,0.2153365323872783
Rack1,0.21531197208627983
Dlg4,0.21531197208627983
Nt5e,0.21529560166452835
Ccl3,0.21529560166452835
Cd86,0.21525468649887566
Cd80,0.21525468649887566
Wwtr1,0.215181078376284
Agt,0.2151647278517313
Map2k3,0.2151647278517313
Casp8,0.21514020672334824
Tab2,0.21513203425585636
Tab3,0.21513203425585636
Col6a2,0.2151075205782976
Lbr,0.2151075205782976
Mrps5,0.2150585099789405
Mrps10,0.2150585099789405
Plcg2,0.21503401305332495
Eif2ak2,0.21497687525756978
Aprt,0.21492792416642956
Col2a1,0.21490345697967664
Gab1,0.21487084272813367
Prkcq,0.21486269071194397
Spp1,0.21483823837431884
Fadd,0.2147730593418567
Btk,0.21474862739972012
Eno2,0.21474048465420767
Mrpl40,0.214732342526178
Aldh1a1,0.2147160601222861
Akap7,0.21470791984628346
Rps17,0.21469164114581366
Polr1a,0.2146346851279246
G3bp1,0.2146346851279246
Erbb3,0.2146102846559331
Fasl,0.2146102846559331
Polr1c,0.2146021523980833
Nefm,0.2145777593219952
Nefh,0.2145777593219952
Nefl,0.2145777593219952
Akap14,0.21450461335449658
Cacnb4,0.21450461335449658
Mrpl11,0.21442339852284636
Mrpl13,0.21442339852284636
Mrpl3,0.21442339852284636
Mrpl24,0.21439904606418395
Prkcb,0.21435035773761094
Il12rb1,0.21432602186593322
Polr1b,0.21427736669638361
Mrps2,0.2142449421875395
Mrps14,0.2142449421875395
Mrpl22,0.2142449421875395
Mrps15,0.2142449421875395
